Distance from start(meters),elevation(meters),accumulated ascent(meters),accumulated descent(meters)
666.82,38.32,13.24,-20.76
671.88,38.59,13.49,-20.76
674.4,38.7,13.76,-20.76
677.22,38.85,13.87,-20.76
684.02,39.26,14.02,-20.76
691.92,39.79,14.43,-20.76
700.33,40.38,14.96,-20.76
703.73,40.6,15.55,-20.76
707.41,40.81,15.77,-20.76
710.75,40.98,15.98,-20.76
714.49,41.14,16.15,-20.76
717.33,41.23,16.31,-20.76
724.91,41.21,16.4,-20.76
734.11,40.38,16.4,-20.78
743.26,39.61,16.4,-21.61
752.4,39.01,16.4,-22.38
759.33,38.8,16.4,-22.98
765.12,39.0,16.4,-23.19
770.25,39.35,16.6,-23.19
775.26,39.66,16.95,-23.19
780.73,39.99,17.26,-23.19
786.41,40.34,17.59,-23.19
792.25,40.5,17.94,-23.19
794.93,40.47,18.1,-23.19
797.96,40.4,18.1,-23.22
801.08,40.3,18.1,-23.29
804.24,40.18,18.1,-23.39
807.59,40.0,18.1,-23.51
810.98,39.84,18.1,-23.69
814.42,39.7,18.1,-23.85
817.67,39.55,18.1,-23.99
820.69,39.43,18.1,-24.14
823.76,39.33,18.1,-24.26
827.01,39.21,18.1,-24.36
830.42,39.17,18.1,-24.48
833.86,39.16,18.1,-24.52
837.35,39.15,18.1,-24.53
840.62,39.17,18.1,-24.54
843.79,39.2,18.12,-24.54
847.02,39.26,18.15,-24.54
849.6,39.32,18.21,-24.54
852.76,39.42,18.27,-24.54
855.88,39.54,18.37,-24.54
859.18,39.65,18.49,-24.54
862.78,39.76,18.6,-24.54
866.42,39.86,18.71,-24.54
869.86,39.91,18.81,-24.54
873.21,39.91,18.86,-24.54
876.73,39.82,18.86,-24.54
880.29,39.63,18.86,-24.63
883.87,39.37,18.86,-24.82
887.24,39.13,18.86,-25.08
890.41,38.9,18.86,-25.32
893.37,38.73,18.86,-25.55
895.88,38.66,18.86,-25.72
898.44,38.71,18.86,-25.79
900.79,38.84,18.91,-25.79
906.11,39.18,19.04,-25.79
911.26,39.55,19.38,-25.79
916.76,39.74,19.75,-25.79
922.94,39.78,19.94,-25.79
929.92,39.49,19.98,-25.79
937.04,39.03,19.98,-26.08
943.83,38.58,19.98,-26.54
951.27,38.32,19.98,-26.99
960.34,38.5,19.98,-27.25
970.21,39.09,20.16,-27.25
979.94,39.94,20.75,-27.25
989.77,40.94,21.6,-27.25
999.55,42.02,22.6,-27.25
1007.8,42.93,23.68,-27.25
1015.52,43.62,24.59,-27.25
1019.19,43.87,25.28,-27.25
1023.33,44.18,25.53,-27.25
1027.84,44.4,25.84,-27.25
1032.45,44.42,26.06,-27.25
1036.64,44.45,26.08,-27.25
1040.56,44.48,26.11,-27.25
1043.97,44.51,26.14,-27.25
1046.9,44.51,26.17,-27.25
1049.42,44.36,26.17,-27.25
1051.75,44.19,26.17,-27.4
1053.98,44.01,26.17,-27.57
1057.24,43.68,26.17,-27.75
1059.47,43.47,26.17,-28.08
1062.35,43.26,26.17,-28.29
1065.33,43.07,26.17,-28.5
1068.21,42.88,26.17,-28.69
1071.19,42.7,26.17,-28.88
1074.02,42.5,26.17,-29.06
1076.95,42.31,26.17,-29.26
1083.26,41.9,26.17,-29.45
1086.51,41.7,26.17,-29.86
1089.91,41.54,26.17,-30.06
1093.2,41.38,26.17,-30.22
1096.69,41.2,26.17,-30.38
1100.31,41.03,26.17,-30.56
1103.57,40.83,26.17,-30.73
1106.72,40.61,26.17,-30.93
1109.87,40.39,26.17,-31.15
1112.87,40.19,26.17,-31.37
1115.64,39.97,26.17,-31.57
1118.13,39.74,26.17,-31.79
1120.5,39.47,26.17,-32.02
1122.86,39.21,26.17,-32.29
1125.5,38.91,26.17,-32.55
1128.34,38.6,26.17,-32.85
1131.31,38.29,26.17,-33.16
1134.6,37.99,26.17,-33.47
1142.29,37.5,26.17,-33.77
1149.92,37.01,26.17,-34.26
1156.72,36.46,26.17,-34.75
1163.6,35.94,26.17,-35.3
1170.55,35.38,26.17,-35.82
1177.43,34.78,26.17,-36.38
1184.01,34.26,26.17,-36.98
1190.56,33.95,26.17,-37.5
1197.59,33.86,26.17,-37.81
1205.08,33.89,26.17,-37.9
1212.91,34.07,26.2,-37.9
1218.97,34.14,26.38,-37.9
1225.76,34.03,26.45,-37.9
1232.08,33.84,26.45,-38.01
1238.47,33.65,26.45,-38.2
1244.23,33.25,26.45,-38.39
1250.63,32.79,26.45,-38.79
1258.14,32.38,26.45,-39.25
1266.62,31.88,26.45,-39.66
1273.86,31.17,26.45,-40.16
1282.77,30.33,26.45,-40.87
1292.86,29.04,26.45,-41.71
1302.55,28.0,26.45,-43.0
1311.28,27.02,26.45,-44.04
1319.69,26.05,26.45,-45.02
1327.24,25.03,26.45,-45.99
1334.51,24.01,26.45,-47.01
1337.54,23.56,26.45,-48.03
1340.86,23.09,26.45,-48.48
1344.27,22.63,26.45,-48.95
1348.16,22.12,26.45,-49.41
1351.12,21.74,26.45,-49.92
1358.57,20.88,26.45,-50.3
1364.93,20.24,26.45,-51.16
1367.71,20.05,26.45,-51.8
1370.6,19.86,26.45,-51.99
1373.94,19.65,26.45,-52.18
1377.48,19.46,26.45,-52.39
1381.1,19.28,26.45,-52.58
1385.19,19.07,26.45,-52.76
1389.37,18.83,26.45,-52.97
1393.79,18.57,26.45,-53.21
1398.14,18.34,26.45,-53.47
1402.39,18.14,26.45,-53.7
1406.26,18.13,26.45,-53.9
1409.7,18.12,26.45,-53.91
1412.82,18.13,26.45,-53.92
1415.68,18.15,26.46,-53.92
1418.56,18.15,26.48,-53.92
1421.79,18.16,26.48,-53.92
1425.33,18.18,26.49,-53.92
1428.95,18.2,26.51,-53.92
1432.67,18.23,26.53,-53.92
1436.27,18.27,26.56,-53.92
1439.87,18.3,26.6,-53.92
1443.57,18.34,26.63,-53.92
1447.37,18.38,26.67,-53.92
1451.43,18.41,26.71,-53.92
1455.37,18.44,26.74,-53.92
1458.95,18.47,26.77,-53.92
1462.32,18.5,26.8,-53.92
1465.71,18.51,26.83,-53.92
1469.15,18.5,26.84,-53.92
1472.47,18.5,26.84,-53.93
1475.86,18.51,26.84,-53.93
1479.11,18.53,26.85,-53.93
1482.34,18.58,26.87,-53.93
1485.46,18.65,26.92,-53.93
1488.49,18.73,26.99,-53.93
1491.67,18.86,27.07,-53.93
1494.87,19.01,27.2,-53.93
1498.05,19.15,27.35,-53.93
1500.98,19.27,27.49,-53.93
1507.68,19.48,27.61,-53.93
1513.92,19.63,27.82,-53.93
1520.23,19.73,27.97,-53.93
1526.53,19.83,28.07,-53.93
1533.78,20.01,28.17,-53.93
1543.49,20.33,28.35,-53.93
1554.66,20.69,28.67,-53.93
1565.58,20.96,29.03,-53.93
1573.78,21.07,29.3,-53.93
1581.93,21.11,29.41,-53.93
1589.12,21.14,29.45,-53.93
1595.51,21.19,29.48,-53.93
1601.09,21.24,29.53,-53.93
1606.09,21.27,29.58,-53.93
1610.73,21.34,29.61,-53.93
1617.53,21.53,29.68,-53.93
1621.05,21.6,29.87,-53.93
1625.42,21.8,29.94,-53.93
1631.48,22.19,30.14,-53.93
1639.24,22.74,30.53,-53.93
1647.32,23.32,31.08,-53.93
1653.94,23.81,31.66,-53.93
1659.86,24.19,32.15,-53.93
1665.73,24.49,32.53,-53.93
1672.9,24.85,32.83,-53.93
1680.76,25.3,33.19,-53.93
1688.1,25.77,33.64,-53.93
1694.5,26.22,34.11,-53.93
1700.44,26.66,34.56,-53.93
1708.77,27.16,35.0,-53.93
1717.11,27.67,35.5,-53.93
1722.62,28.01,36.01,-53.93
1728.81,28.28,36.35,-53.93
1734.86,28.56,36.62,-53.93
1740.61,28.78,36.9,-53.93
1746.44,28.92,37.12,-53.93
1752.88,28.4,37.26,-53.93
1760.46,27.79,37.26,-54.45
1767.87,27.25,37.26,-55.06
1772.92,26.9,37.26,-55.6
1776.09,26.84,37.26,-55.95
1796.15,28.55,37.26,-56.01
1797.83,28.51,38.97,-56.01
1802.14,28.13,38.97,-56.05
1805.14,27.9,38.97,-56.43
1808.74,27.63,38.97,-56.66
1813.09,27.28,38.97,-56.93
1818.35,26.84,38.97,-57.28
1824.12,26.36,38.97,-57.72
1829.89,25.88,38.97,-58.2
1835.24,25.45,38.97,-58.68
1839.82,25.07,38.97,-59.11
1843.64,24.62,38.97,-59.49
1846.77,24.12,38.97,-59.94
1849.86,23.72,38.97,-60.44
1852.78,23.51,38.97,-60.84
1855.94,23.37,38.97,-61.05
1859.61,23.34,38.97,-61.19
1863.86,23.32,38.97,-61.22
1868.52,23.21,38.97,-61.24
1873.13,23.07,38.97,-61.35
1877.18,22.9,38.97,-61.49
1880.9,22.77,38.97,-61.66
1884.64,22.66,38.97,-61.79
1893.04,22.38,38.97,-61.9
1901.38,22.0,38.97,-62.18
1909.65,21.32,38.97,-62.56
1917.78,20.39,38.97,-63.24
1925.05,19.63,38.97,-64.17
1931.21,19.25,38.97,-64.93
1936.78,19.02,38.97,-65.31
1942.19,18.74,38.97,-65.54
1947.99,18.44,38.97,-65.82
1953.64,18.17,38.97,-66.12
1958.33,17.96,38.97,-66.39
1962.38,18.12,38.97,-66.6
1967.08,18.36,39.13,-66.6
1976.89,18.76,39.37,-66.6
1986.37,19.08,39.77,-66.6
1995.45,19.76,40.09,-66.6
2009.23,20.51,40.77,-66.6
2017.78,20.58,41.52,-66.6
2025.49,20.37,41.59,-66.6
2031.13,20.14,41.59,-66.81
2035.05,19.88,41.59,-67.04
2037.45,19.7,41.59,-67.3
2509.45,7.6,41.59,-67.48
3265.12,7.92,41.59,-79.58
3270.37,7.89,41.91,-79.58
3276.49,7.76,41.91,-79.61
3285.89,7.67,41.91,-79.74
3298.64,7.97,41.91,-79.83
3317.63,8.74,42.21,-79.83
3334.54,9.57,42.98,-79.83
4541.65,0.0,43.81,-79.83
5238.23,13.93,43.81,-89.4
5249.05,12.25,57.74,-89.4
5252.44,11.55,57.74,-91.08
5254.95,11.04,57.74,-91.78
5257.81,10.59,57.74,-92.29
5261.49,10.18,57.74,-92.74
5265.57,9.83,57.74,-93.15
5270.05,9.48,57.74,-93.5
5273.9,9.22,57.74,-93.85
5277.85,9.0,57.74,-94.11
5281.82,8.83,57.74,-94.33
5285.59,8.72,57.74,-94.5
5290.09,8.61,57.74,-94.61
5292.77,8.61,57.74,-94.72
5296.59,8.57,57.74,-94.72
5300.65,8.53,57.74,-94.76
5304.62,8.46,57.74,-94.8
5308.68,8.39,57.74,-94.87
5312.73,8.28,57.74,-94.94
5316.69,8.17,57.74,-95.05
5320.31,8.12,57.74,-95.16
5323.82,8.03,57.74,-95.21
5327.08,8.02,57.74,-95.3
5329.96,7.99,57.74,-95.31
5332.34,7.89,57.74,-95.34
5334.52,7.76,57.74,-95.44
5337.04,7.6,57.74,-95.57
5339.71,7.44,57.74,-95.73
5342.87,7.3,57.74,-95.89
5346.51,7.18,57.74,-96.03
5350.05,7.16,57.74,-96.15
5353.92,7.21,57.74,-96.17
5358.12,7.29,57.79,-96.17
5362.46,7.36,57.87,-96.17
5367.03,7.41,57.94,-96.17
5371.77,7.45,57.99,-96.17
5376.36,7.49,58.03,-96.17
5381.26,7.5600000000000005,58.07,-96.17
5386.07,7.67,58.14,-96.17
5391.19,7.8100000000000005,58.25,-96.17
5396.23,8.01,58.39,-96.17
5400.54,8.22,58.59,-96.17
5403.84,8.4,58.8,-96.17
5405.93,8.51,58.98,-96.17
5409.09,8.66,59.09,-96.17
5410.58,8.45,59.24,-96.17
5412.64,8.76,59.24,-96.38
5418.51,9.61,59.55,-96.38
5423.34,10.31,60.4,-96.38
5427.71,10.96,61.1,-96.38
5461.13,15.79,61.75,-96.38
5466.04,16.63,66.58,-96.38
5469.5,17.02,67.42,-96.38
5474.12,17.04,67.81,-96.38
5478.09,17.77,67.83,-96.38
5486.01,19.21,68.56,-96.38
5492.47,20.42,70.0,-96.38
5551.47,29.56,71.21,-96.38
5556.72,29.39,80.35,-96.38
5559.09,29.29,80.35,-96.55
5561.78,29.24,80.35,-96.65
5565.69,29.26,80.35,-96.7
5570.83,29.35,80.37,-96.7
5577.06,29.47,80.46,-96.7
5584.13,29.57,80.58,-96.7
5591.03,29.63,80.68,-96.7
5597.87,29.65,80.74,-96.7
5603.99,29.58,80.76,-96.7
5610.1,29.49,80.76,-96.77
5619.15,29.47,80.76,-96.86
5632.79,29.79,80.76,-96.88
5645.58,30.11,81.08,-96.88
5655.29,30.64,81.4,-96.88
5665.09,31.18,81.93,-96.88
5677.36,31.76,82.47,-96.88
5688.3,31.9,83.05,-96.88
5698.28,31.41,83.19,-96.88
5707.53,30.98,83.19,-97.37
5715.95,31.06,83.19,-97.8
5723.08,31.38,83.27,-97.8
5729.81,31.95,83.59,-97.8
5734.38,32.4,84.16,-97.8
5736.48,32.61,84.61,-97.8
5739.64,32.94,84.82,-97.8
5742.84,33.26,85.15,-97.8
5747.49,33.76,85.47,-97.8
5751.87,34.16,85.97,-97.8
5760.7,34.28,86.37,-97.8
5769.78,34.2,86.49,-97.8
5777.55,33.96,86.49,-97.88
5782.08,33.76,86.49,-98.12
5784.33,33.71,86.49,-98.32
5787.87,33.94,86.49,-98.37
5793.77,34.15,86.72,-98.37
5800.37,34.36,86.93,-98.37
5805.1,34.6,87.14,-98.37
5807.63,34.66,87.38,-98.37
5809.35,34.58,87.44,-98.37
5814.06,34.81,87.44,-98.45
5822.34,35.05,87.67,-98.45
5831.14,35.21,87.91,-98.45
5838.33,35.28,88.07,-98.45
5843.85,35.34,88.14,-98.45
5848.69,35.52,88.2,-98.45
5853.02,35.76,88.38,-98.45
5858.47,36.07,88.62,-98.45
5863.22,36.33,88.93,-98.45
5867.0,36.53,89.19,-98.45
5869.76,36.68,89.39,-98.45
5873.15,36.87,89.54,-98.45
5877.47,37.04,89.73,-98.45
5885.1,37.23,89.9,-98.45
5893.32,37.5,90.09,-98.45
5905.89,37.9,90.36,-98.45
5912.51,37.93,90.76,-98.45
6093.54,45.44,90.79,-98.45
6101.59,45.1,98.3,-98.45
6112.11,44.55,98.3,-98.79
6125.39,43.73,98.3,-99.34
6137.88,42.99,98.3,-100.16
6146.02,42.54,98.3,-100.9
6154.41,42.06,98.3,-101.35
6162.19,41.6,98.3,-101.83
6172.65,40.98,98.3,-102.29
6181.65,40.56,98.3,-102.91
6190.62,40.97,98.3,-103.33
6200.6,41.28,98.71,-103.33
6355.01,50.38,99.02,-103.33
6358.22,50.79,108.12,-103.33
6361.58,51.1,108.53,-103.33
6365.95,51.48,108.84,-103.33
6369.65,51.84,109.22,-103.33
6426.43,56.03,109.58,-103.33
6564.7,46.34,113.77,-103.33
6566.16,46.47,113.77,-113.02
6569.71,46.51,113.9,-113.02
6572.53,46.43,113.94,-113.02
6576.0,46.31,113.94,-113.1
6579.67,46.09,113.94,-113.22
6584.17,45.8,113.94,-113.44
6588.82,45.43,113.94,-113.73
6593.42,45.12,113.94,-114.1
6597.99,44.85,113.94,-114.41
6603.13,44.55,113.94,-114.68
6608.9,44.25,113.94,-114.98
6613.49,43.98,113.94,-115.28
6618.15,43.65,113.94,-115.55
6623.33,43.28,113.94,-115.88
6628.26,42.85,113.94,-116.25
6631.75,42.54,113.94,-116.68
6635.53,42.27,113.94,-116.99
6639.29,42.09,113.94,-117.26
6643.51,41.94,113.94,-117.44
6646.6,41.86,113.94,-117.59
6650.72,41.67,113.94,-117.67
6654.15,41.46,113.94,-117.86
6658.1,41.25,113.94,-118.07
6661.86,41.04,113.94,-118.28
6665.63,40.85,113.94,-118.49
6669.85,40.69,113.94,-118.68
6673.38,40.59,113.94,-118.84
6677.76,40.52,113.94,-118.94
6682.52,40.51,113.94,-119.01
6687.32,40.52,113.94,-119.02
6692.17,40.55,113.95,-119.02
6696.54,40.59,113.98,-119.02
6700.36,40.66,114.02,-119.02
6705.2,40.78,114.09,-119.02
6708.97,40.79,114.21,-119.02
6712.87,40.8,114.22,-119.02
6716.31,40.79,114.23,-119.02
6718.36,40.81,114.23,-119.03
6720.9,40.89,114.25,-119.03
6723.49,41.01,114.33,-119.03
6726.86,41.13,114.45,-119.03
6729.54,41.21,114.57,-119.03
6733.21,41.31,114.65,-119.03
6736.84,41.43,114.75,-119.03
6740.21,41.48,114.87,-119.03
6743.38,41.51,114.92,-119.03
6746.71,41.53,114.95,-119.03
6749.19,41.55,114.97,-119.03
6752.0,41.61,114.99,-119.03
6754.17,41.68,115.05,-119.03
6755.76,41.74,115.12,-119.03
6758.18,42.07,115.18,-119.03
6762.1,42.57,115.51,-119.03
6764.08,42.78,116.01,-119.03
6767.02,42.9,116.22,-119.03
6769.47,42.69,116.34,-119.03
6771.06,42.64,116.34,-119.24
6773.49,42.97,116.34,-119.29
6777.53,43.4,116.67,-119.29
6779.82,43.61,117.1,-119.29
6782.34,43.84,117.31,-119.29
6784.82,44.05,117.54,-119.29
6788.01,44.32,117.75,-119.29
6790.44,44.54,118.02,-119.29
6793.46,44.81,118.24,-119.29
6801.9,45.49,118.51,-119.29
6809.23,45.82,119.19,-119.29
6816.6,46.03,119.52,-119.29
6822.79,46.18,119.73,-119.29
6828.65,46.35,119.88,-119.29
6835.06,46.58,120.05,-119.29
6842.26,46.83,120.28,-119.29
6844.18,46.85,120.53,-119.29
6848.43,46.88,120.55,-119.29
6851.92,46.79,120.58,-119.29
6854.88,46.68,120.58,-119.38
6857.95,46.74,120.58,-119.49
6862.27,46.85,120.64,-119.49
6910.1,47.77,120.75,-119.49
6912.65,47.74,121.67,-119.49
6915.03,48.08,121.67,-119.52
6925.73,46.07,122.01,-119.52
6933.33,45.31,122.01,-121.53
6942.16,44.88,122.01,-122.29
6952.44,44.74,122.01,-122.72
