Distance from start(meters),elevation(meters),accumulated ascent(meters),accumulated descent(meters)
2437.6,1.43,19.64,-49.16
2440.67,1.31,19.64,-49.3
2443.78,1.19,19.64,-49.42
2446.98,1.09,19.64,-49.54
2450.14,0.99,19.64,-49.64
2453.49,0.89,19.64,-49.74
2456.99,0.93,19.64,-49.84
2460.58,0.98,19.68,-49.84
2464.18,1.02,19.73,-49.84
2467.86,1.08,19.77,-49.84
2471.58,1.1400000000000001,19.83,-49.84
2475.29,1.21,19.89,-49.84
2478.93,1.27,19.96,-49.84
2482.56,1.31,20.02,-49.84
2486.12,1.35,20.06,-49.84
2489.75,1.4,20.1,-49.84
2493.25,1.47,20.15,-49.84
2496.78,1.52,20.22,-49.84
2500.37,1.57,20.27,-49.84
2504.09,1.6099999999999999,20.32,-49.84
2507.82,1.67,20.36,-49.84
2511.3,1.75,20.42,-49.84
2514.69,1.8399999999999999,20.5,-49.84
2518.04,1.94,20.59,-49.84
2521.36,2.04,20.69,-49.84
2524.61,2.13,20.79,-49.84
2527.91,2.2,20.88,-49.84
2531.3,2.29,20.95,-49.84
2534.83,2.39,21.04,-49.84
2538.45,2.49,21.14,-49.84
2542.05,2.5700000000000003,21.24,-49.84
2545.58,2.65,21.32,-49.84
2548.72,2.76,21.4,-49.84
2551.89,2.89,21.51,-49.84
2554.88,3.0,21.64,-49.84
2557.78,3.06,21.75,-49.84
2560.18,3.08,21.81,-49.84
2562.03,3.07,21.83,-49.84
2563.86,3.02,21.83,-49.85
2565.68,2.9699999999999998,21.83,-49.9
2568.91,2.9,21.83,-49.95
2572.24,2.8200000000000003,21.83,-50.02
2575.33,2.74,21.83,-50.1
2578.24,2.66,21.83,-50.18
2581.13,2.5700000000000003,21.83,-50.26
2583.91,2.48,21.83,-50.35
2586.5,2.38,21.83,-50.44
2589.05,2.3,21.83,-50.54
2591.62,2.21,21.83,-50.62
2594.19,2.12,21.83,-50.71
2596.66,2.03,21.83,-50.8
2599.11,1.9500000000000002,21.83,-50.89
2601.44,1.87,21.83,-50.97
2603.78,1.8,21.83,-51.05
2606.17,1.74,21.83,-51.12
2608.52,1.69,21.83,-51.18
2611.0,1.6400000000000001,21.83,-51.23
2613.42,1.58,21.83,-51.28
2615.77,1.54,21.83,-51.34
2617.95,1.51,21.83,-51.38
2620.32,1.48,21.83,-51.41
2622.74,1.46,21.83,-51.44
2625.27,1.45,21.83,-51.46
2627.94,1.44,21.83,-51.47
2630.51,1.42,21.83,-51.48
2633.01,1.3900000000000001,21.83,-51.5
2635.61,1.35,21.83,-51.53
2637.98,1.33,21.83,-51.57
2640.49,1.33,21.83,-51.59
2643.14,1.32,21.83,-51.59
2645.95,1.3,21.83,-51.6
2648.74,1.29,21.83,-51.62
2651.51,1.29,21.83,-51.63
2654.36,1.28,21.83,-51.63
2657.26,1.28,21.83,-51.64
2660.16,1.28,21.83,-51.64
2662.98,1.28,21.83,-51.64
2665.8,1.29,21.83,-51.64
2668.56,1.29,21.84,-51.64
2671.39,1.33,21.84,-51.64
2673.21,1.3599999999999999,21.88,-51.64
2675.7,1.4100000000000001,21.91,-51.64
2678.79,1.46,21.96,-51.64
2682.15,1.51,22.01,-51.64
2685.79,1.57,22.06,-51.64
2689.81,1.63,22.12,-51.64
2693.0,1.67,22.18,-51.64
2696.45,1.72,22.22,-51.64
2699.9,1.58,22.27,-51.64
2703.27,1.42,22.27,-51.78
2706.43,1.29,22.27,-51.94
2709.73,1.18,22.27,-52.07
2712.99,1.1,22.27,-52.18
2716.36,1.03,22.27,-52.26
2719.73,0.99,22.27,-52.33
2722.93,0.96,22.27,-52.37
2726.06,0.9500000000000001,22.27,-52.4
2729.34,0.9500000000000001,22.27,-52.41
2732.51,0.98,22.27,-52.41
2735.62,1.03,22.3,-52.41
2738.87,1.1,22.35,-52.41
2742.14,1.18,22.42,-52.41
2745.47,1.29,22.5,-52.41
2748.95,1.4100000000000001,22.61,-52.41
2752.63,1.55,22.73,-52.41
2756.37,1.71,22.87,-52.41
2760.12,1.87,23.03,-52.41
2763.5,2.02,23.19,-52.41
2766.56,2.16,23.34,-52.41
2769.19,2.29,23.48,-52.41
2771.81,2.43,23.61,-52.41
2774.41,2.56,23.75,-52.41
2777.3,2.69,23.88,-52.41
2780.31,2.83,24.01,-52.41
2783.42,2.98,24.15,-52.41
2786.58,3.16,24.3,-52.41
2789.83,3.37,24.48,-52.41
2793.09,3.44,24.69,-52.41
2796.41,3.44,24.76,-52.41
2799.77,3.44,24.76,-52.41
2803.3,3.41,24.76,-52.41
2806.72,3.39,24.76,-52.44
2810.15,3.35,24.76,-52.46
2813.71,3.31,24.76,-52.5
2817.21,3.27,24.76,-52.54
2820.71,3.21,24.76,-52.58
2824.19,3.17,24.76,-52.64
2827.72,3.12,24.76,-52.68
2831.29,3.06,24.76,-52.73
2836.3,2.9699999999999998,24.76,-52.79
2841.18,2.86,24.76,-52.88
2844.75,2.7800000000000002,24.76,-52.99
2848.24,2.69,24.76,-53.07
2851.75,2.62,24.76,-53.16
2855.12,2.62,24.76,-53.23
2858.52,2.64,24.76,-53.23
2861.84,2.67,24.78,-53.23
2865.24,2.7,24.81,-53.23
2868.64,2.73,24.84,-53.23
2872.29,2.7800000000000002,24.87,-53.23
2875.46,2.83,24.92,-53.23
2879.04,2.89,24.97,-53.23
2882.69,2.9699999999999998,25.03,-53.23
2886.33,3.04,25.11,-53.23
2889.96,3.13,25.18,-53.23
2893.54,3.21,25.27,-53.23
2896.99,3.29,25.35,-53.23
2900.36,3.38,25.43,-53.23
2903.73,3.47,25.52,-53.23
2906.96,3.5700000000000003,25.61,-53.23
2910.27,3.66,25.71,-53.23
2913.5,3.66,25.8,-53.23
2916.82,3.61,25.8,-53.23
2920.08,3.5300000000000002,25.8,-53.28
2923.48,3.38,25.8,-53.36
2926.88,3.18,25.8,-53.51
2930.23,2.94,25.8,-53.71
2933.64,2.65,25.8,-53.95
2937.06,2.34,25.8,-54.24
2940.46,2.06,25.8,-54.55
2943.98,1.77,25.8,-54.83
2947.67,1.46,25.8,-55.12
2951.08,1.16,25.8,-55.43
2954.61,0.79,25.8,-55.73
2958.06,0.41000000000000003,25.8,-56.1
2961.45,0.0,25.8,-56.48
2964.97,-0.42,25.8,-56.89
2968.35,-0.81,25.8,-57.31
2971.66,-1.17,25.8,-57.7
2974.96,-1.52,25.8,-58.06
2978.27,-1.8399999999999999,25.8,-58.41
2981.54,-2.16,25.8,-58.73
2984.74,-2.47,25.8,-59.05
2987.98,-2.8,25.8,-59.36
2991.2,-3.13,25.8,-59.69
2994.44,-3.44,25.8,-60.02
2997.7,-3.73,25.8,-60.33
3000.9,-3.98,25.8,-60.62
3004.13,-4.21,25.8,-60.87
3007.36,-4.43,25.8,-61.1
3010.69,-4.6,25.8,-61.32
3014.08,-4.78,25.8,-61.49
3017.51,-4.93,25.8,-61.67
3021.01,-4.85,25.8,-61.82
3024.28,-4.76,25.88,-61.82
3027.76,-4.64,25.97,-61.82
3031.2,-4.54,26.09,-61.82
3034.69,-4.43,26.19,-61.82
3038.17,-4.32,26.3,-61.82
3041.47,-4.22,26.41,-61.82
3044.86,-4.12,26.51,-61.82
3048.25,-4.0,26.61,-61.82
3051.59,-3.9,26.73,-61.82
3054.85,-3.77,26.83,-61.82
3058.25,-3.65,26.96,-61.82
3061.52,-3.5300000000000002,27.08,-61.82
3064.81,-3.43,27.2,-61.82
3067.88,-3.34,27.3,-61.82
3070.96,-3.25,27.39,-61.82
3074.16,-3.16,27.48,-61.82
3077.32,-3.09,27.57,-61.82
3080.58,-3.0,27.64,-61.82
3083.65,-2.93,27.73,-61.82
3086.86,-2.85,27.8,-61.82
3089.93,-2.81,27.88,-61.82
3096.69,-2.8200000000000003,27.92,-61.82
3103.26,-2.87,27.92,-61.83
3109.8,-2.16,27.92,-61.88
3116.44,-1.3599999999999999,28.63,-61.88
3123.17,-0.59,29.43,-61.88
3129.77,0.27,30.2,-61.88
3134.71,1.01,31.06,-61.88
3139.41,1.7000000000000002,31.8,-61.88
3144.75,2.43,32.49,-61.88
3151.47,3.38,33.22,-61.88
3159.03,4.75,34.17,-61.88
3166.72,6.47,35.54,-61.88
3174.45,8.39,37.26,-61.88
3178.02,9.37,39.18,-61.88
3181.59,10.35,40.16,-61.88
3185.15,11.29,41.14,-61.88
3188.81,12.13,42.08,-61.88
3192.2,12.74,42.92,-61.88
3195.65,12.99,43.53,-61.88
3199.12,12.71,43.78,-61.88
3202.92,11.89,43.78,-62.16
3207.23,10.56,43.78,-62.98
3212.02,8.93,43.78,-64.31
3216.89,7.22,43.78,-65.94
3221.89,5.45,43.78,-67.65
3226.72,3.73,43.78,-69.42
3231.39,2.07,43.78,-71.14
3235.71,0.9500000000000001,43.78,-72.8
3239.6,0.73,43.78,-73.92
3243.33,0.51,43.78,-74.14
3246.88,0.33,43.78,-74.36
3250.36,0.17,43.78,-74.54
3253.75,0.01,43.78,-74.7
3257.06,-0.15,43.78,-74.86
3260.87,-0.37,43.78,-75.02
3263.92,-0.55,43.78,-75.24
3266.66,-0.74,43.78,-75.42
3269.93,-0.97,43.78,-75.61
3273.54,-1.22,43.78,-75.84
3277.24,-1.49,43.78,-76.09
3280.84,-1.74,43.78,-76.36
3284.42,-1.98,43.78,-76.61
3288.14,-2.19,43.78,-76.85
3291.12,-2.32,43.78,-77.06
3294.43,-2.47,43.78,-77.19
3297.83,-2.62,43.78,-77.34
3301.21,-2.8,43.78,-77.49
3304.67,-2.99,43.78,-77.67
3308.22,-2.89,43.78,-77.86
3311.78,-2.76,43.88,-77.86
3315.45,-2.65,44.01,-77.86
3319.13,-2.54,44.12,-77.86
3322.82,-2.43,44.23,-77.86
3326.51,-2.31,44.34,-77.86
3330.18,-2.18,44.46,-77.86
3333.83,-2.03,44.59,-77.86
3337.41,-1.88,44.74,-77.86
3341.05,-1.72,44.89,-77.86
3344.6,-1.55,45.05,-77.86
3348.24,-1.3599999999999999,45.22,-77.86
3351.8,-1.18,45.41,-77.86
3355.4,-0.98,45.59,-77.86
3358.93,-0.8,45.79,-77.86
3362.42,-0.63,45.97,-77.86
3365.98,-0.46,46.14,-77.86
3369.54,-0.29,46.31,-77.86
3373.09,-0.13,46.48,-77.86
3376.64,0.0,46.64,-77.86
3380.28,0.0,46.77,-77.86
3384.0,0.0,46.77,-77.86
3387.72,0.0,46.77,-77.86
3391.44,0.0,46.77,-77.86
3395.15,0.0,46.77,-77.86
3398.78,0.0,46.77,-77.86
3402.5,0.0,46.77,-77.86
3405.97,0.0,46.77,-77.86
3409.46,0.0,46.77,-77.86
3412.81,0.0,46.77,-77.86
3416.03,0.0,46.77,-77.86
3419.35,0.0,46.77,-77.86
3422.44,0.0,46.77,-77.86
3425.65,0.0,46.77,-77.86
3428.82,0.0,46.77,-77.86
3431.72,0.0,46.77,-77.86
3434.42,0.0,46.77,-77.86
3436.66,0.0,46.77,-77.86
3438.36,0.0,46.77,-77.86
3440.18,0.0,46.77,-77.86
3441.91,0.0,46.77,-77.86
3444.04,0.0,46.77,-77.86
3446.37,0.0,46.77,-77.86
3448.73,0.0,46.77,-77.86
3451.62,0.0,46.77,-77.86
3454.94,0.0,46.77,-77.86
3458.31,0.0,46.77,-77.86
3461.02,0.0,46.77,-77.86
3463.96,0.0,46.77,-77.86
3466.84,0.0,46.77,-77.86
3469.89,0.0,46.77,-77.86
3472.92,0.0,46.77,-77.86
3475.97,0.0,46.77,-77.86
3479.02,0.0,46.77,-77.86
3482.08,0.0,46.77,-77.86
3485.13,0.0,46.77,-77.86
3488.09,0.0,46.77,-77.86
3491.05,0.0,46.77,-77.86
3494.18,0.0,46.77,-77.86
3497.31,0.0,46.77,-77.86
3500.62,0.0,46.77,-77.86
3504.09,0.0,46.77,-77.86
3507.64,-0.02,46.77,-77.86
3511.23,-0.18,46.77,-77.88
3514.9,-0.35000000000000003,46.77,-78.04
3518.45,-0.5,46.77,-78.21
3522.1,-0.67,46.77,-78.36
3525.56,-0.8300000000000001,46.77,-78.53
3528.95,-0.98,46.77,-78.69
3532.27,-1.11,46.77,-78.84
3535.57,-1.25,46.77,-78.97
3538.79,-1.3900000000000001,46.77,-79.11
3542.0,-1.54,46.77,-79.25
3545.13,-1.6600000000000001,46.77,-79.4
3548.34,-1.8,46.77,-79.52
3551.56,-1.92,46.77,-79.66
3554.74,-2.02,46.77,-79.78
3557.98,-2.12,46.77,-79.88
3561.65,-2.23,46.77,-79.98
3563.94,-2.3,46.77,-80.09
3567.6,-2.41,46.77,-80.16
3570.98,-2.5300000000000002,46.77,-80.27
3574.28,-2.67,46.77,-80.39
3577.74,-2.83,46.77,-80.53
3580.79,-2.67,46.77,-80.69
3584.76,-2.46,46.93,-80.69
3588.48,-2.25,47.14,-80.69
3592.04,-2.04,47.35,-80.69
3595.43,-1.83,47.56,-80.69
3598.84,-1.6,47.77,-80.69
3602.41,-1.38,48.0,-80.69
3606.17,-1.12,48.22,-80.69
3610.0,-0.84,48.48,-80.69
3613.62,-0.59,48.76,-80.69
3617.36,-0.36,49.01,-80.69
3621.61,-0.1,49.24,-80.69
3625.68,0.14,49.5,-80.69
3629.5,0.37,49.74,-80.69
3633.08,0.59,49.97,-80.69
3636.72,0.78,50.19,-80.69
3640.27,0.9500000000000001,50.38,-80.69
3643.65,1.12,50.55,-80.69
3646.95,1.28,50.72,-80.69
3650.49,2.01,50.88,-80.69
3654.42,3.41,51.61,-80.69
3658.26,4.78,53.01,-80.69
3661.8,6.04,54.38,-80.69
3664.98,7.18,55.64,-80.69
3667.77,8.18,56.78,-80.69
3670.56,9.16,57.78,-80.69
3673.48,10.13,58.76,-80.69
3676.2,10.96,59.73,-80.69
3678.83,11.81,60.56,-80.69
3681.38,12.7,61.41,-80.69
3683.74,13.35,62.3,-80.69
3686.55,13.7,62.95,-80.69
3689.71,13.78,63.3,-80.69
3693.04,13.62,63.38,-80.69
3696.56,12.96,63.38,-80.85
3699.84,12.52,63.38,-81.51
3703.13,12.05,63.38,-81.95
3706.44,11.55,63.38,-82.42
3709.69,11.19,63.38,-82.92
3712.86,10.77,63.38,-83.28
3716.02,10.37,63.38,-83.7
3719.01,10.37,63.38,-84.1
3722.0,10.7,63.38,-84.1
3724.86,11.07,63.71,-84.1
3727.48,11.35,64.08,-84.1
3729.95,11.6,64.36,-84.1
3732.46,11.8,64.61,-84.1
3735.07,11.97,64.81,-84.1
3737.81,12.15,64.98,-84.1
3742.26,12.27,65.16,-84.1
3744.53,12.27,65.28,-84.1
3747.52,12.25,65.28,-84.1
3750.91,12.25,65.28,-84.12
3753.62,12.27,65.28,-84.12
3757.08,12.28,65.3,-84.12
3760.62,12.31,65.31,-84.12
3764.1,12.35,65.34,-84.12
3767.26,12.4,65.38,-84.12
3770.27,12.42,65.43,-84.12
3773.24,12.46,65.45,-84.12
3776.21,12.48,65.49,-84.12
3779.32,12.49,65.51,-84.12
3781.69,12.51,65.52,-84.12
3785.13,12.5,65.54,-84.12
3787.68,12.45,65.54,-84.13
3790.84,12.35,65.54,-84.18
3793.54,12.22,65.54,-84.28
3796.85,12.03,65.54,-84.41
3800.11,12.15,65.54,-84.6
3803.32,12.3,65.66,-84.6
3806.53,12.44,65.81,-84.6
3809.79,12.42,65.95,-84.6
3813.29,12.3,65.95,-84.62
3816.05,12.21,65.95,-84.74
3819.41,12.1,65.95,-84.83
3822.64,12.01,65.95,-84.94
3825.72,11.93,65.95,-85.03
3828.78,11.85,65.95,-85.11
3831.56,11.78,65.95,-85.19
3835.66,11.69,65.95,-85.26
3838.75,11.62,65.95,-85.35
3842.72,11.54,65.95,-85.42
3845.94,11.49,65.95,-85.5
3849.27,11.45,65.95,-85.55
3852.52,11.41,65.95,-85.59
3856.19,11.37,65.95,-85.63
3859.7,11.32,65.95,-85.67
3863.29,11.27,65.95,-85.72
3866.79,11.2,65.95,-85.77
3870.27,11.13,65.95,-85.84
3873.96,11.04,65.95,-85.91
3877.31,10.95,65.95,-86.0
3879.87,10.89,65.95,-86.09
3882.77,10.82,65.95,-86.15
3884.94,10.79,65.95,-86.22
3887.24,10.81,65.95,-86.25
3889.38,10.87,65.97,-86.25
3892.36,10.92,66.03,-86.25
3895.18,10.96,66.08,-86.25
3898.17,10.9,66.12,-86.25
3901.98,10.61,66.12,-86.31
3905.87,10.28,66.12,-86.6
3909.73,9.94,66.12,-86.93
3913.6,9.58,66.12,-87.27
3917.12,9.25,66.12,-87.63
3920.94,8.91,66.12,-87.96
3924.66,8.57,66.12,-88.3
3928.33,8.24,66.12,-88.64
3931.13,8.01,66.12,-88.97
3935.0,7.69,66.12,-89.2
3937.71,7.46,66.12,-89.52
3941.58,7.12,66.12,-89.75
3944.76,6.82,66.12,-90.09
3947.66,6.53,66.12,-90.39
3950.94,6.2,66.12,-90.68
3954.08,5.87,66.12,-91.01
3957.67,5.47,66.12,-91.34
3960.6,5.12,66.12,-91.74
3963.64,4.76,66.12,-92.09
3966.13,4.47,66.12,-92.45
3969.96,4.0,66.12,-92.74
3973.59,3.55,66.12,-93.21
3975.61,3.3,66.12,-93.66
3979.03,2.88,66.12,-93.91
3981.85,2.52,66.12,-94.33
3985.83,2.01,66.12,-94.69
3988.87,1.62,66.12,-95.2
3992.21,1.17,66.12,-95.59
3995.04,1.08,66.12,-96.04
3998.85,1.03,66.12,-96.13
4002.38,1.21,66.12,-96.18
4005.51,1.56,66.3,-96.18
4008.46,1.88,66.65,-96.18
4011.6,2.18,66.97,-96.18
4015.55,2.54,67.27,-96.18
4018.13,2.77,67.63,-96.18
4021.61,3.09,67.86,-96.18
4024.93,3.42,68.18,-96.18
4028.11,3.73,68.51,-96.18
4031.29,4.03,68.82,-96.18
4034.47,4.33,69.12,-96.18
4038.2,4.7,69.42,-96.18
4040.54,4.92,69.79,-96.18
4044.19,5.24,70.01,-96.18
4046.74,5.43,70.33,-96.18
4050.64,5.72,70.52,-96.18
4053.5,5.89,70.81,-96.18
4056.42,6.1,70.98,-96.18
4059.99,6.37,71.19,-96.18
4062.64,6.53,71.46,-96.18
4066.76,6.8,71.62,-96.18
4069.34,6.98,71.89,-96.18
4073.25,7.24,72.07,-96.18
4076.72,7.49,72.33,-96.18
4079.54,7.67,72.58,-96.18
4083.14,7.92,72.76,-96.18
4086.08,8.15,73.01,-96.18
4089.85,8.46,73.24,-96.18
4092.93,8.73,73.55,-96.18
4095.86,8.98,73.82,-96.18
4098.51,9.2,74.07,-96.18
4102.05,9.48,74.29,-96.18
4105.03,9.7,74.57,-96.18
4108.42,9.75,74.79,-96.18
4111.35,9.73,74.84,-96.18
4113.97,9.67,74.84,-96.2
4117.94,9.56,74.84,-96.26
4121.2,9.41,74.84,-96.37
4124.32,9.24,74.84,-96.52
4127.45,9.06,74.84,-96.69
4131.11,8.86,74.84,-96.87
4134.62,8.67,74.84,-97.07
4137.98,8.48,74.84,-97.26
4141.06,8.3,74.84,-97.45
4144.13,8.12,74.84,-97.63
4147.11,7.97,74.84,-97.81
4150.04,7.84,74.84,-97.96
4153.07,7.7,74.84,-98.09
4156.06,7.5600000000000005,74.84,-98.23
4159.15,7.41,74.84,-98.37
4162.24,7.26,74.84,-98.52
4165.37,7.14,74.84,-98.67
4168.44,7.06,74.84,-98.79
4171.64,7.03,74.84,-98.87
4175.03,7.03,74.84,-98.9
4177.49,7.04,74.84,-98.9
4181.25,7.0,74.85,-98.9
4184.04,6.96,74.85,-98.94
4186.65,6.91,74.85,-98.98
4190.35,6.82,74.85,-99.03
4193.1,6.72,74.85,-99.12
4197.0,6.63,74.85,-99.22
4199.58,6.59,74.85,-99.31
4203.35,6.58,74.85,-99.35
4206.79,6.6,74.85,-99.36
4209.35,6.68,74.87,-99.36
4213.12,6.93,74.95,-99.36
4215.77,7.19,75.2,-99.36
4219.55,7.53,75.46,-99.36
4222.77,7.8,75.8,-99.36
4225.66,8.02,76.07,-99.36
4228.62,8.21,76.29,-99.36
4231.93,8.46,76.48,-99.36
4235.19,8.73,76.73,-99.36
4237.99,8.97,77.0,-99.36
4240.59,9.18,77.24,-99.36
4243.86,9.39,77.45,-99.36
4247.67,9.6,77.66,-99.36
4250.79,9.74,77.87,-99.36
4254.02,9.87,78.01,-99.36
4256.83,10.01,78.14,-99.36
4260.26,10.17,78.28,-99.36
4263.71,10.39,78.44,-99.36
4266.74,10.56,78.66,-99.36
4269.67,10.76,78.83,-99.36
4272.0,10.94,79.03,-99.36
4275.26,11.17,79.21,-99.36
4278.14,11.38,79.44,-99.36
4280.66,11.57,79.65,-99.36
4283.18,11.75,79.84,-99.36
4285.45,11.89,80.02,-99.36
4288.8,12.06,80.16,-99.36
4291.24,12.06,80.33,-99.36
4294.74,12.06,80.33,-99.36
4297.22,12.05,80.33,-99.36
4300.48,12.06,80.33,-99.37
4303.84,12.06,80.34,-99.37
4306.7,12.05,80.34,-99.37
4309.31,12.06,80.34,-99.38
4312.36,12.05,80.35,-99.38
4315.79,12.04,80.35,-99.39
4318.13,11.99,80.35,-99.4
4321.59,11.86,80.35,-99.45
4324.48,11.77,80.35,-99.58
4327.55,11.69,80.35,-99.67
4330.48,11.61,80.35,-99.75
4333.2,11.52,80.35,-99.83
4336.72,11.39,80.35,-99.92
4339.21,11.28,80.35,-100.05
4342.53,11.17,80.35,-100.16
4345.86,11.07,80.35,-100.27
4348.24,11.01,80.35,-100.37
4351.36,10.93,80.35,-100.43
4354.53,10.85,80.35,-100.51
4357.28,10.79,80.35,-100.59
4360.23,10.7,80.35,-100.65
4363.03,10.58,80.35,-100.74
4365.04,10.5,80.35,-100.86
4367.12,10.41,80.35,-100.94
4371.04,10.34,80.35,-101.03
4373.12,10.24,80.35,-101.1
4375.63,10.52,80.35,-101.2
4377.81,10.79,80.63,-101.2
4379.45,10.99,80.9,-101.2
4381.87,11.0,81.1,-101.2
4383.77,10.94,81.11,-101.2
4385.67,10.88,81.11,-101.26
4387.89,10.79,81.11,-101.32
4390.57,10.73,81.11,-101.41
4393.4,10.7,81.11,-101.47
4396.28,10.69,81.11,-101.5
4398.6,10.69,81.11,-101.51
4400.47,10.72,81.11,-101.51
4402.84,10.74,81.14,-101.51
4405.63,10.71,81.16,-101.51
4408.34,10.67,81.16,-101.54
4410.89,10.62,81.16,-101.58
4413.33,10.57,81.16,-101.63
4415.71,10.51,81.16,-101.68
4417.95,10.45,81.16,-101.74
4420.22,10.4,81.16,-101.8
4422.29,10.37,81.16,-101.85
4424.33,10.33,81.16,-101.88
4426.29,10.3,81.16,-101.92
4428.23,10.27,81.16,-101.95
4430.29,10.23,81.16,-101.98
4434.15,10.21,81.16,-102.02
4437.66,10.08,81.16,-102.04
4440.99,9.94,81.16,-102.17
4444.59,9.87,81.16,-102.31
4447.92,9.78,81.16,-102.38
4449.71,9.71,81.16,-102.47
4453.72,9.59,81.16,-102.54
4457.41,9.49,81.16,-102.66
4461.09,9.41,81.16,-102.76
4464.87,9.34,81.16,-102.84
4468.5,9.27,81.16,-102.91
4471.94,9.11,81.16,-102.98
4475.44,8.91,81.16,-103.14
4479.17,8.81,81.16,-103.34
4482.4,8.75,81.16,-103.44
4486.13,8.68,81.16,-103.5
4489.53,8.63,81.16,-103.57
4493.11,8.6,81.16,-103.62
4496.59,8.6,81.16,-103.65
4500.03,8.59,81.16,-103.65
4503.27,8.58,81.16,-103.66
4506.66,8.57,81.16,-103.67
4510.16,8.54,81.16,-103.68
4513.28,8.47,81.16,-103.71
4515.15,8.42,81.16,-103.78
4518.11,8.38,81.16,-103.83
4521.68,8.37,81.16,-103.87
4524.75,8.37,81.16,-103.88
4527.63,8.38,81.16,-103.88
4530.44,8.35,81.17,-103.88
4533.27,8.32,81.17,-103.91
4536.16,8.39,81.17,-103.94
4538.97,8.53,81.24,-103.94
4541.71,8.64,81.38,-103.94
4544.46,8.67,81.49,-103.94
4547.21,8.7,81.52,-103.94
4550.04,8.79,81.55,-103.94
4552.78,8.88,81.64,-103.94
4555.73,8.93,81.73,-103.94
4558.92,8.99,81.78,-103.94
4561.98,9.01,81.84,-103.94
4565.41,9.08,81.86,-103.94
4568.71,9.17,81.93,-103.94
4571.87,9.27,82.02,-103.94
4574.93,9.38,82.12,-103.94
4578.04,9.48,82.23,-103.94
4581.31,9.56,82.33,-103.94
4584.61,9.64,82.41,-103.94
4587.81,9.76,82.49,-103.94
4591.16,9.88,82.61,-103.94
4594.46,9.97,82.73,-103.94
4597.88,10.03,82.82,-103.94
4600.81,10.09,82.88,-103.94
4604.08,10.11,82.94,-103.94
4606.93,10.1,82.96,-103.94
4609.68,10.06,82.96,-103.95
4612.73,10.07,82.96,-103.99
4616.02,10.13,82.97,-103.99
4619.6,10.17,83.03,-103.99
4623.1,10.21,83.07,-103.99
4626.76,10.24,83.11,-103.99
4630.43,10.28,83.14,-103.99
4634.05,10.35,83.18,-103.99
4637.49,10.41,83.25,-103.99
4640.88,10.25,83.31,-103.99
4644.45,10.1,83.31,-104.15
4648.11,9.94,83.31,-104.3
4651.75,9.81,83.31,-104.46
4655.37,9.72,83.31,-104.59
4658.81,9.64,83.31,-104.68
4661.92,9.57,83.31,-104.76
4665.18,9.44,83.31,-104.83
4668.51,9.25,83.31,-104.96
4671.94,9.1,83.31,-105.15
4675.2,8.98,83.31,-105.3
4678.46,8.9,83.31,-105.42
4681.9,8.76,83.31,-105.5
4685.39,8.64,83.31,-105.64
4688.96,8.61,83.31,-105.76
4692.44,8.59,83.31,-105.79
4696.02,8.56,83.31,-105.81
4699.32,8.52,83.31,-105.84
4702.58,8.47,83.31,-105.88
4705.91,8.4,83.31,-105.93
4709.43,8.39,83.31,-106.0
4713.05,8.37,83.31,-106.01
4716.81,8.36,83.31,-106.03
4720.53,8.38,83.31,-106.04
4724.24,8.37,83.33,-106.04
4727.94,8.33,83.33,-106.05
4731.54,8.3,83.33,-106.09
4735.17,8.29,83.33,-106.12
4738.71,8.28,83.33,-106.13
4742.29,8.3,83.33,-106.14
4745.78,8.25,83.35,-106.14
4749.22,8.17,83.35,-106.19
4752.58,8.06,83.35,-106.27
4755.98,7.93,83.35,-106.38
4759.55,7.78,83.35,-106.51
4763.11,7.64,83.35,-106.66
4766.41,7.54,83.35,-106.8
4769.62,7.5,83.35,-106.9
4772.73,7.44,83.35,-106.94
4775.92,7.31,83.35,-107.0
4779.15,7.14,83.35,-107.13
4782.48,7.03,83.35,-107.3
4785.98,6.97,83.35,-107.41
4789.46,6.95,83.35,-107.47
4792.89,6.97,83.35,-107.49
4796.28,7.02,83.37,-107.49
4799.58,7.02,83.42,-107.49
4802.94,7.02,83.42,-107.49
4806.33,7.07,83.42,-107.49
4809.68,7.11,83.47,-107.49
4812.93,7.18,83.51,-107.49
4816.05,7.21,83.58,-107.49
4819.18,7.26,83.61,-107.49
4822.43,7.27,83.66,-107.49
4825.52,7.32,83.67,-107.49
4828.61,7.37,83.72,-107.49
4831.8,7.43,83.77,-107.49
4834.98,7.49,83.83,-107.49
4838.31,7.58,83.89,-107.49
4841.6,7.65,83.98,-107.49
4844.9,7.79,84.05,-107.49
4848.13,7.92,84.19,-107.49
4851.26,8.07,84.32,-107.49
4854.38,8.25,84.47,-107.49
4857.31,8.39,84.65,-107.49
4860.16,8.5,84.79,-107.49
4863.11,8.6,84.9,-107.49
4866.14,8.72,85.0,-107.49
4869.13,8.81,85.12,-107.49
4872.11,8.94,85.21,-107.49
4875.18,9.05,85.34,-107.49
4878.25,9.16,85.45,-107.49
4881.41,9.25,85.56,-107.49
4884.62,9.34,85.65,-107.49
4887.54,9.45,85.74,-107.49
4890.34,9.51,85.85,-107.49
4892.12,9.41,85.91,-107.49
4894.49,9.18,85.91,-107.59
4896.58,9.11,85.91,-107.82
4898.65,9.09,85.91,-107.89
4900.79,9.08,85.91,-107.91
4903.0,9.09,85.91,-107.92
