Distance from start(meters),elevation(meters),accumulated ascent(meters),accumulated descent(meters)
0.0,50.45,0,0
545.81,45.04,0,0.0
1426.03,41.61,0,-5.41
2176.58,25.25,0,-8.84
2606.84,39.01,0,-25.2
3011.21,36.89,13.76,-25.2
3608.33,37.79,13.76,-27.32
4158.59,30.97,14.66,-27.32
4701.96,37.44,14.66,-34.14
5299.08,35.94,21.13,-34.14
5703.46,39.19,21.13,-35.64
6133.71,25.85,24.38,-35.64
6884.26,41.68,24.38,-48.98
7764.48,44.87,40.21,-48.98
8310.29,50.54,43.4,-48.98
