Distance from start(meters),elevation(meters),accumulated ascent(meters),accumulated descent(meters)
400.2,44.79,11.05,-12.89
404.11,44.81,11.06,-12.89
407.83,44.83,11.08,-12.89
410.94,44.89,11.1,-12.89
413.83,45.01,11.16,-12.89
416.73,45.15,11.28,-12.89
419.88,45.27,11.42,-12.89
423.09,45.39,11.54,-12.89
426.16,45.48,11.66,-12.89
428.35,45.55,11.75,-12.89
430.93,45.61,11.82,-12.89
433.68,45.67,11.88,-12.89
436.5,45.68,11.94,-12.89
439.28,45.64,11.95,-12.89
442.54,45.56,11.95,-12.93
445.83,45.46,11.95,-13.01
448.93,45.31,11.95,-13.11
452.16,45.13,11.95,-13.26
455.36,44.91,11.95,-13.44
458.75,44.65,11.95,-13.66
463.0,44.31,11.95,-13.92
465.29,44.1,11.95,-14.26
469.19,43.79,11.95,-14.47
473.07,43.59,11.95,-14.78
477.12,43.37,11.95,-14.98
481.09,43.16,11.95,-15.2
484.94,42.95,11.95,-15.41
488.85,42.73,11.95,-15.62
492.45,42.53,11.95,-15.84
496.07,42.34,11.95,-16.04
499.44,42.15,11.95,-16.23
502.65,41.98,11.95,-16.42
505.62,41.81,11.95,-16.59
508.38,41.64,11.95,-16.76
511.39,41.46,11.95,-16.93
514.55,41.26,11.95,-17.11
517.82,41.07,11.95,-17.31
521.05,40.88,11.95,-17.5
524.29,40.68,11.95,-17.69
527.6,40.48,11.95,-17.89
531.14,40.25,11.95,-18.09
534.77,40.03,11.95,-18.32
538.67,39.78,11.95,-18.54
542.81,39.42,11.95,-18.79
546.96,39.06,11.95,-19.15
551.0,38.71,11.95,-19.51
558.62,38.09,11.95,-19.86
564.63,38.05,11.95,-20.48
570.41,38.12,11.95,-20.52
576.24,38.29,12.02,-20.52
582.14,38.46,12.19,-20.52
588.64,38.65,12.36,-20.52
595.32,38.89,12.55,-20.52
601.69,39.14,12.79,-20.52
608.05,39.37,13.04,-20.52
614.3,39.59,13.27,-20.52
620.87,39.85,13.49,-20.52
627.98,40.17,13.75,-20.52
635.58,39.92,14.07,-20.52
642.99,39.36,14.07,-20.77
649.7,38.79,14.07,-21.33
655.83,38.32,14.07,-21.9
660.89,38.05,14.07,-22.37
663.58,38.0,14.07,-22.64
666.49,37.94,14.07,-22.69
669.73,37.89,14.07,-22.75
673.07,37.85,14.07,-22.8
676.86,37.81,14.07,-22.84
680.64,37.77,14.07,-22.88
684.21,37.73,14.07,-22.92
687.78,37.69,14.07,-22.96
691.87,37.61,14.07,-23.0
693.94,37.56,14.07,-23.08
696.26,37.51,14.07,-23.13
698.88,37.45,14.07,-23.18
701.66,37.4,14.07,-23.24
704.95,37.33,14.07,-23.29
707.02,37.28,14.07,-23.36
709.42,37.22,14.07,-23.41
711.67,37.15,14.07,-23.47
714.0,37.08,14.07,-23.54
716.44,36.99,14.07,-23.61
718.73,36.9,14.07,-23.7
721.5,36.77,14.07,-23.79
724.68,36.61,14.07,-23.92
740.64,35.6,14.07,-24.08
742.98,35.46,14.07,-25.09
745.23,35.35,14.07,-25.23
748.39,35.25,14.07,-25.34
751.95,35.15,14.07,-25.44
757.15,34.98,14.07,-25.54
762.45,34.82,14.07,-25.71
797.76,35.7,14.07,-25.87
800.0,35.76,14.95,-25.87
801.91,35.8,15.01,-25.87
804.29,35.85,15.05,-25.87
807.14,35.91,15.1,-25.87
810.3,35.95,15.16,-25.87
813.73,35.98,15.2,-25.87
817.28,35.98,15.23,-25.87
820.9,35.96,15.23,-25.87
824.63,35.92,15.23,-25.89
828.54,35.85,15.23,-25.93
832.8,35.76,15.23,-26.0
836.98,35.67,15.23,-26.09
841.18,35.57,15.23,-26.18
846.35,35.45,15.23,-26.28
851.37,35.32,15.23,-26.4
856.19,35.16,15.23,-26.53
860.95,34.97,15.23,-26.69
865.58,34.73,15.23,-26.88
870.1,34.47,15.23,-27.12
874.25,34.21,15.23,-27.38
878.13,34.0,15.23,-27.64
881.68,33.8,15.23,-27.85
885.25,33.6,15.23,-28.05
888.68,33.38,15.23,-28.25
892.52,33.12,15.23,-28.47
894.94,32.95,15.23,-28.73
898.29,32.7,15.23,-28.9
901.78,32.45,15.23,-29.15
905.22,32.2,15.23,-29.4
908.45,31.99,15.23,-29.65
911.85,31.79,15.23,-29.86
915.25,31.6,15.23,-30.06
918.98,31.56,15.23,-30.25
922.59,31.52,15.23,-30.29
926.39,31.46,15.23,-30.33
930.11,31.4,15.23,-30.39
933.88,31.32,15.23,-30.45
937.78,31.23,15.23,-30.53
940.9,31.16,15.23,-30.62
944.5,31.06,15.23,-30.69
948.18,30.96,15.23,-30.79
951.72,30.86,15.23,-30.89
955.6,30.74,15.23,-30.99
959.31,30.61,15.23,-31.11
963.25,30.47,15.23,-31.24
967.12,30.33,15.23,-31.38
975.27,29.99,15.23,-31.52
978.91,29.8,15.23,-31.86
982.55,29.59,15.23,-32.05
986.08,29.39,15.23,-32.26
990.73,29.14,15.23,-32.46
995.93,28.88,15.23,-32.71
1003.47,28.54,15.23,-32.97
1010.73,28.27,15.23,-33.31
1013.96,28.17,15.23,-33.58
1020.94,27.96,15.23,-33.68
1023.9,27.87,15.23,-33.89
1030.56,27.71,15.23,-33.98
1036.95,27.59,15.23,-34.14
1044.0,27.79,15.23,-34.26
1047.57,27.93,15.43,-34.26
1055.57,28.24,15.57,-34.26
1059.54,28.39,15.88,-34.26
1064.52,28.56,16.03,-34.26
1069.74,28.69,16.2,-34.26
1077.05,28.76,16.33,-34.26
1080.47,28.73,16.4,-34.26
1083.1,28.71,16.4,-34.29
1086.09,28.71,16.4,-34.31
1088.61,28.71,16.4,-34.31
1090.93,28.72,16.4,-34.31
1093.3,28.75,16.41,-34.31
1097.87,28.82,16.44,-34.31
1100.13,28.85,16.51,-34.31
1102.59,28.87,16.54,-34.31
1105.71,28.87,16.56,-34.31
1109.41,28.86,16.56,-34.31
1113.32,28.8,16.56,-34.32
1117.3,28.74,16.56,-34.38
1121.1,28.68,16.56,-34.44
1125.25,28.59,16.56,-34.5
1129.23,28.51,16.56,-34.59
1132.96,28.44,16.56,-34.67
1136.67,28.37,16.56,-34.74
1140.43,28.32,16.56,-34.81
1144.25,28.28,16.56,-34.86
1147.9,28.24,16.56,-34.9
1151.33,28.21,16.56,-34.94
1154.73,28.16,16.56,-34.97
1157.99,28.12,16.56,-35.02
1161.38,28.05,16.56,-35.06
1164.78,27.91,16.56,-35.13
1168.38,27.77,16.56,-35.27
1172.0,27.63,16.56,-35.41
1175.76,27.48,16.56,-35.55
1179.61,27.34,16.56,-35.7
1183.26,27.22,16.56,-35.84
1186.59,27.11,16.56,-35.96
1189.96,27.02,16.56,-36.07
1193.49,26.92,16.56,-36.16
1195.32,26.88,16.56,-36.26
1198.45,26.8,16.56,-36.3
1201.54,26.73,16.56,-36.38
1204.72,26.65,16.56,-36.45
1207.73,26.58,16.56,-36.53
1210.72,26.51,16.56,-36.6
1213.82,26.4,16.56,-36.67
1217.25,26.23,16.56,-36.78
1220.84,26.07,16.56,-36.95
1224.65,25.9,16.56,-37.11
1228.41,25.74,16.56,-37.28
1232.13,25.59,16.56,-37.44
1236.34,25.42,16.56,-37.59
1238.79,25.33,16.56,-37.76
1242.07,25.2,16.56,-37.85
1244.98,25.09,16.56,-37.98
1247.71,24.98,16.56,-38.09
1250.32,24.86,16.56,-38.2
1253.03,24.75,16.56,-38.32
1256.05,24.61,16.56,-38.43
1258.97,24.47,16.56,-38.57
1262.21,24.32,16.56,-38.71
1265.0,24.19,16.56,-38.86
1268.92,24.01,16.56,-38.99
1273.19,23.83,16.56,-39.17
1276.13,23.71,16.56,-39.35
1279.64,23.57,16.56,-39.47
1283.05,23.45,16.56,-39.61
1286.22,23.33,16.56,-39.73
1289.05,23.22,16.56,-39.85
1291.99,23.14,16.56,-39.96
1294.94,23.09,16.56,-40.04
1298.07,23.05,16.56,-40.09
1301.48,23.02,16.56,-40.13
1305.08,22.98,16.56,-40.16
1308.85,22.97,16.56,-40.2
1312.9,22.77,16.56,-40.21
1316.68,22.57,16.56,-40.41
1320.72,22.33,16.56,-40.61
1326.64,21.92,16.56,-40.85
1328.75,21.76,16.56,-41.26
1331.42,21.54,16.56,-41.42
1335.12,21.24,16.56,-41.64
1338.68,20.92,16.56,-41.94
1341.9,20.64,16.56,-42.26
1345.03,20.37,16.56,-42.54
1348.2,20.09,16.56,-42.81
1351.53,19.8,16.56,-43.09
1354.86,19.51,16.56,-43.38
1358.17,19.21,16.56,-43.67
1361.66,18.87,16.56,-43.97
1364.67,18.58,16.56,-44.31
1367.97,18.24,16.56,-44.6
1369.89,18.04,16.56,-44.94
1372.58,17.75,16.56,-45.14
1375.26,17.45,16.56,-45.43
1378.18,17.12,16.56,-45.73
1381.17,16.8,16.56,-46.06
1384.43,16.45,16.56,-46.38
1387.86,16.09,16.56,-46.73
1391.64,15.71,16.56,-47.09
1395.69,15.31,16.56,-47.47
1400.0,14.89,16.56,-47.87
1404.31,14.48,16.56,-48.29
1414.04,14.81,16.56,-48.7
1422.41,15.43,16.89,-48.7
1429.92,15.97,17.51,-48.7
1437.51,16.53,18.05,-48.7
1444.62,17.07,18.61,-48.7
1451.21,17.59,19.15,-48.7
1456.99,18.04,19.67,-48.7
1459.61,18.21,20.12,-48.7
1462.5,18.39,20.29,-48.7
1465.51,18.56,20.47,-48.7
1469.06,18.73,20.64,-48.7
1472.93,18.9,20.81,-48.7
1476.86,19.05,20.98,-48.7
1481.15,19.24,21.13,-48.7
1485.07,19.42,21.32,-48.7
1490.16,19.65,21.5,-48.7
1493.34,19.79,21.73,-48.7
1496.63,19.94,21.87,-48.7
1500.8,20.11,22.02,-48.7
1504.23,20.24,22.19,-48.7
1508.27,20.38,22.32,-48.7
1512.17,20.5,22.46,-48.7
1516.01,20.61,22.58,-48.7
1519.91,20.7,22.69,-48.7
1523.74,20.79,22.78,-48.7
1527.37,20.86,22.87,-48.7
1530.86,20.91,22.94,-48.7
1534.5,20.97,22.99,-48.7
1538.2,21.01,23.05,-48.7
1542.57,21.04,23.09,-48.7
1544.86,21.02,23.12,-48.7
1548.56,20.97,23.12,-48.72
1552.19,20.97,23.12,-48.77
1555.82,20.98,23.12,-48.77
1559.25,21.01,23.13,-48.77
1562.89,21.05,23.16,-48.77
1566.37,21.1,23.2,-48.77
1569.72,21.17,23.25,-48.77
1573.06,21.25,23.32,-48.77
1576.57,21.34,23.4,-48.77
1580.22,21.46,23.49,-48.77
1583.68,21.58,23.61,-48.77
1587.24,21.72,23.73,-48.77
1590.12,21.85,23.87,-48.77
1593.61,22.01,24.0,-48.77
1597.33,22.19,24.16,-48.77
1601.07,22.38,24.34,-48.77
1604.81,22.58,24.53,-48.77
1608.69,22.81,24.73,-48.77
1611.68,22.99,24.96,-48.77
1614.98,23.2,25.14,-48.77
1617.42,23.36,25.35,-48.77
1619.81,23.52,25.51,-48.77
1622.33,23.71,25.67,-48.77
1624.65,23.89,25.86,-48.77
1626.94,24.07,26.04,-48.77
1629.91,24.31,26.22,-48.77
1634.29,24.69,26.46,-48.77
1636.75,24.91,26.84,-48.77
1639.49,25.17,27.06,-48.77
1643.08,25.51,27.32,-48.77
1647.37,25.94,27.66,-48.77
1649.99,26.18,28.09,-48.77
1652.5,26.42,28.33,-48.77
1655.17,26.66,28.57,-48.77
1657.85,26.94,28.81,-48.77
1660.3,27.16,29.09,-48.77
1662.64,27.37,29.31,-48.77
1665.06,27.58,29.52,-48.77
1667.7,27.78,29.73,-48.77
1670.89,27.99,29.93,-48.77
1674.94,28.24,30.14,-48.77
1677.06,28.34,30.39,-48.77
1680.08,28.51,30.49,-48.77
1683.1,28.67,30.66,-48.77
1686.01,28.83,30.82,-48.77
1688.9,28.97,30.98,-48.77
1691.91,29.11,31.12,-48.77
1695.36,29.27,31.26,-48.77
1698.92,29.42,31.42,-48.77
1701.7,29.55,31.57,-48.77
1705.05,29.71,31.7,-48.77
1708.39,29.87,31.86,-48.77
1711.84,30.04,32.02,-48.77
1715.3,30.21,32.19,-48.77
1718.54,30.37,32.36,-48.77
1721.67,30.54,32.52,-48.77
1724.74,30.72,32.69,-48.77
1727.58,30.88,32.87,-48.77
1730.08,31.02,33.03,-48.77
1732.54,31.15,33.17,-48.77
1734.88,31.26,33.3,-48.77
1736.89,31.34,33.41,-48.77
1739.45,31.45,33.49,-48.77
1741.79,31.54,33.6,-48.77
1746.63,31.67,33.69,-48.77
1749.02,31.7,33.82,-48.77
1751.74,31.74,33.85,-48.77
1754.52,31.73,33.89,-48.77
1757.54,31.71,33.89,-48.78
1760.56,31.7,33.89,-48.8
1763.87,31.69,33.89,-48.81
1767.4,31.7,33.89,-48.82
1771.02,31.72,33.9,-48.82
1774.27,31.77,33.92,-48.82
1778.15,31.84,33.97,-48.82
1781.48,31.92,34.04,-48.82
1784.03,32.0,34.12,-48.82
1787.56,32.1,34.2,-48.82
1791.27,32.23,34.3,-48.82
1794.7,32.36,34.43,-48.82
1798.14,32.5,34.56,-48.82
1801.92,32.67,34.7,-48.82
1805.91,32.85,34.87,-48.82
1809.98,33.05,35.05,-48.82
1813.84,33.26,35.25,-48.82
1817.86,33.48,35.46,-48.82
1820.87,33.64,35.68,-48.82
1823.11,33.76,35.84,-48.82
1826.34,33.94,35.96,-48.82
1829.35,34.1,36.14,-48.82
1832.03,34.24,36.3,-48.82
1834.74,34.37,36.44,-48.82
1837.6,34.5,36.57,-48.82
1840.77,34.63,36.7,-48.82
1844.21,34.76,36.83,-48.82
1847.88,34.88,36.96,-48.82
1852.03,35.01,37.08,-48.82
1855.16,34.82,37.21,-48.82
1857.41,34.64,37.21,-49.01
1860.77,34.37,37.21,-49.19
1864.21,34.09,37.21,-49.46
1867.54,33.82,37.21,-49.74
1871.01,33.53,37.21,-50.01
1874.17,33.27,37.21,-50.3
1877.3,33.0,37.21,-50.56
1880.27,32.74,37.21,-50.83
1883.15,32.49,37.21,-51.09
1885.72,32.26,37.21,-51.34
1888.11,32.05,37.21,-51.57
1890.7,31.82,37.21,-51.78
1892.54,31.65,37.21,-52.01
1894.74,31.45,37.21,-52.18
1897.21,31.22,37.21,-52.38
1899.76,30.99,37.21,-52.61
1902.46,30.74,37.21,-52.84
1905.32,30.49,37.21,-53.09
1908.35,30.24,37.21,-53.34
1911.41,29.99,37.21,-53.59
1914.8,29.73,37.21,-53.84
1918.23,29.48,37.21,-54.1
1923.33,29.12,37.21,-54.35
1926.08,28.93,37.21,-54.71
1928.69,28.77,37.21,-54.9
1934.73,28.45,37.21,-55.06
1941.33,28.17,37.21,-55.38
1947.01,27.97,37.21,-55.66
1951.48,27.83,37.21,-55.86
1956.74,27.68,37.21,-56.0
1963.25,27.52,37.21,-56.15
1966.73,27.48,37.21,-56.31
1970.45,27.43,37.21,-56.35
1974.22,27.35,37.21,-56.4
1978.1,27.25,37.21,-56.48
1981.92,27.11,37.21,-56.58
1985.38,26.97,37.21,-56.72
1989.16,26.79,37.21,-56.86
1992.26,26.62,37.21,-57.04
1994.77,26.47,37.21,-57.21
1997.34,26.3,37.21,-57.36
2000.65,26.07,37.21,-57.53
2003.94,25.82,37.21,-57.76
2007.23,25.56,37.21,-58.01
2011.29,25.22,37.21,-58.27
2013.14,25.08,37.21,-58.61
2016.58,24.98,37.21,-58.75
2020.41,25.02,37.21,-58.85
2024.54,25.09,37.25,-58.85
2028.76,25.18,37.32,-58.85
2031.72,25.25,37.41,-58.85
2035.44,25.33,37.48,-58.85
2039.23,25.39,37.56,-58.85
2044.09,25.48,37.62,-58.85
2046.91,25.52,37.71,-58.85
2049.81,25.56,37.75,-58.85
2054.18,25.66,37.79,-58.85
2058.76,25.82,37.89,-58.85
2063.35,26.01,38.05,-58.85
2067.6,26.2,38.24,-58.85
2071.84,26.4,38.43,-58.85
2076.55,26.63,38.63,-58.85
2080.22,26.79,38.86,-58.85
2084.94,26.98,39.02,-58.85
2088.15,27.13,39.21,-58.85
2091.13,27.28,39.36,-58.85
2093.93,27.42,39.51,-58.85
2096.54,27.57,39.65,-58.85
2099.15,27.72,39.8,-58.85
2101.57,27.84,39.95,-58.85
2106.03,28.0,40.07,-58.85
2110.96,27.98,40.23,-58.85
2116.3,27.82,40.23,-58.87
2121.23,27.66,40.23,-59.03
2125.23,27.52,40.23,-59.19
2129.11,27.38,40.23,-59.33
2133.09,27.22,40.23,-59.47
2135.65,27.12,40.23,-59.63
2137.7,27.04,40.23,-59.73
2139.83,26.96,40.23,-59.81
2141.93,26.87,40.23,-59.89
2143.98,26.78,40.23,-59.98
2146.32,26.68,40.23,-60.07
2149.38,26.54,40.23,-60.17
2151.62,26.44,40.23,-60.31
2154.24,26.32,40.23,-60.41
2156.65,26.2,40.23,-60.53
2158.69,26.1,40.23,-60.65
2160.73,26.0,40.23,-60.75
2162.67,25.91,40.23,-60.85
2164.81,25.8,40.23,-60.94
2167.06,25.69,40.23,-61.05
2169.65,25.55,40.23,-61.16
2172.21,25.42,40.23,-61.3
2175.01,25.27,40.23,-61.43
2177.82,25.12,40.23,-61.58
2180.83,24.96,40.23,-61.73
2184.11,24.78,40.23,-61.89
2186.62,24.64,40.23,-62.07
2189.64,24.46,40.23,-62.21
2192.84,24.28,40.23,-62.39
2196.34,24.07,40.23,-62.57
2199.91,23.85,40.23,-62.78
2203.75,23.61,40.23,-63.0
2207.43,23.37,40.23,-63.24
2211.01,23.13,40.23,-63.48
2213.99,22.93,40.23,-63.72
2220.07,22.55,40.23,-63.92
2222.49,22.39,40.23,-64.3
2225.18,22.21,40.23,-64.46
2226.97,22.09,40.23,-64.64
2229.22,21.94,40.23,-64.76
2231.44,21.79,40.23,-64.91
2234.07,21.61,40.23,-65.06
2236.83,21.41,40.23,-65.24
2240.35,21.16,40.23,-65.44
2243.2,20.96,40.23,-65.69
2246.1,20.75,40.23,-65.89
2249.74,20.68,40.23,-66.1
2253.58,20.78,40.23,-66.17
2257.62,20.89,40.33,-66.17
2262.72,21.06,40.44,-66.17
2266.42,21.2,40.61,-66.17
2269.12,21.28,40.75,-66.17
2273.16,21.4,40.83,-66.17
2277.2,21.53,40.95,-66.17
2281.05,21.65,41.08,-66.17
2284.68,21.8,41.2,-66.17
2288.24,21.95,41.35,-66.17
2291.87,22.12,41.5,-66.17
2295.45,22.3,41.67,-66.17
2298.96,22.5,41.85,-66.17
2302.33,22.71,42.05,-66.17
2305.68,22.94,42.26,-66.17
2309.42,23.21,42.49,-66.17
2314.06,23.58,42.76,-66.17
2317.1,23.86,43.13,-66.17
2321.32,24.24,43.41,-66.17
2326.07,24.68,43.79,-66.17
2330.87,25.07,44.23,-66.17
2335.54,25.17,44.62,-66.17
2339.92,25.28,44.72,-66.17
2343.86,25.38,44.83,-66.17
2347.25,25.47,44.93,-66.17
2350.45,25.55,45.02,-66.17
2353.52,25.63,45.1,-66.17
2360.63,25.79,45.18,-66.17
2367.61,25.98,45.34,-66.17
2374.23,26.17,45.53,-66.17
2381.35,26.4,45.72,-66.17
2388.0,26.63,45.95,-66.17
2391.02,26.73,46.18,-66.17
2395.07,26.67,46.28,-66.17
2403.19,26.47,46.28,-66.23
2409.24,26.31,46.28,-66.43
2414.37,26.18,46.28,-66.59
2419.33,26.05,46.28,-66.72
2427.9,25.86,46.28,-66.85
2436.51,25.69,46.28,-67.04
2440.64,25.64,46.28,-67.21
2445.02,25.46,46.28,-67.26
2449.32,25.1,46.28,-67.44
2453.46,24.75,46.28,-67.8
2457.34,24.42,46.28,-68.15
2461.21,24.1,46.28,-68.48
2464.85,23.8,46.28,-68.8
2468.6,23.51,46.28,-69.1
2472.37,23.22,46.28,-69.39
2476.16,22.95,46.28,-69.68
2480.14,22.66,46.28,-69.95
2484.01,22.38,46.28,-70.24
2487.03,22.16,46.28,-70.52
2490.55,21.93,46.28,-70.74
2494.07,21.73,46.28,-70.97
2497.85,21.57,46.28,-71.17
2501.41,21.44,46.28,-71.33
2505.17,21.32,46.28,-71.46
2508.88,21.22,46.28,-71.58
2512.39,21.13,46.28,-71.68
2515.85,21.07,46.28,-71.77
2519.09,21.0,46.28,-71.83
2522.89,21.11,46.28,-71.9
2525.9,21.33,46.39,-71.9
2529.18,21.56,46.61,-71.9
2532.17,21.77,46.84,-71.9
2535.76,22.01,47.05,-71.9
2539.64,22.28,47.29,-71.9
2543.73,22.54,47.56,-71.9
2547.92,22.83,47.82,-71.9
2551.97,23.11,48.11,-71.9
2556.02,23.39,48.39,-71.9
2561.54,23.75,48.67,-71.9
2564.38,23.93,49.03,-71.9
2566.66,24.08,49.21,-71.9
2570.93,24.34,49.36,-71.9
2574.74,24.57,49.62,-71.9
2578.14,24.76,49.85,-71.9
2581.24,24.94,50.04,-71.9
2583.91,25.08,50.22,-71.9
2586.47,25.22,50.36,-71.9
2588.99,25.36,50.5,-71.9
2591.63,25.5,50.64,-71.9
2594.33,25.63,50.78,-71.9
2596.98,25.76,50.91,-71.9
2599.67,25.9,51.04,-71.9
2602.71,26.04,51.18,-71.9
2605.07,26.16,51.32,-71.9
2608.37,26.31,51.44,-71.9
2611.65,26.46,51.59,-71.9
2615.03,26.62,51.74,-71.9
2618.5,26.77,51.9,-71.9
2621.83,26.91,52.05,-71.9
2625.08,27.05,52.19,-71.9
2628.21,27.18,52.33,-71.9
2631.41,27.32,52.46,-71.9
2634.77,27.45,52.6,-71.9
2638.1,27.58,52.73,-71.9
2641.61,27.71,52.86,-71.9
2645.38,27.83,52.99,-71.9
2648.75,27.93,53.11,-71.9
2652.76,28.0,53.21,-71.9
2656.69,28.01,53.28,-71.9
2660.62,28.0,53.29,-71.9
2664.44,27.88,53.29,-71.91
2668.04,27.66,53.29,-72.03
2671.6,27.45,53.29,-72.25
2675.4,27.22,53.29,-72.46
2682.89,26.8,53.29,-72.69
2686.58,26.59,53.29,-73.11
2691.17,26.39,53.29,-73.32
2694.36,26.27,53.29,-73.52
2698.41,26.14,53.29,-73.64
2702.63,26.03,53.29,-73.77
2706.86,25.91,53.29,-73.88
2710.83,25.8,53.29,-74.0
2714.75,25.68,53.29,-74.11
2718.79,25.55,53.29,-74.23
2722.71,25.44,53.29,-74.36
2726.52,25.36,53.29,-74.47
2730.18,25.3,53.29,-74.55
2733.76,25.27,53.29,-74.61
2737.2,25.26,53.29,-74.64
2740.63,25.31,53.29,-74.65
2743.66,25.36,53.34,-74.65
2745.84,25.42,53.39,-74.65
2748.23,25.5,53.45,-74.65
2750.37,25.6,53.53,-74.65
2752.38,25.72,53.63,-74.65
2754.48,25.85,53.75,-74.65
2756.63,25.97,53.88,-74.65
2759.06,26.16,54.0,-74.65
2761.55,26.34,54.19,-74.65
2764.38,26.52,54.37,-74.65
2767.2,26.69,54.55,-74.65
2772.55,26.94,54.72,-74.65
2777.95,27.11,54.97,-74.65
2784.86,27.31,55.14,-74.65
2792.92,27.46,55.34,-74.65
2796.9,27.49,55.49,-74.65
2801.26,27.53,55.52,-74.65
2805.31,27.6,55.56,-74.65
2809.02,27.67,55.63,-74.65
2812.51,27.75,55.7,-74.65
2815.87,27.84,55.78,-74.65
2818.98,27.95,55.87,-74.65
2822.19,28.08,55.98,-74.65
2825.59,28.24,56.11,-74.65
2829.83,28.46,56.27,-74.65
2831.88,28.58,56.49,-74.65
2834.53,28.73,56.61,-74.65
2837.79,28.93,56.76,-74.65
2841.05,29.15,56.96,-74.65
2844.04,29.36,57.18,-74.65
2847.17,29.6,57.39,-74.65
2850.29,29.84,57.63,-74.65
2853.37,30.08,57.87,-74.65
2856.56,30.33,58.11,-74.65
2859.87,30.6,58.36,-74.65
2863.23,30.88,58.63,-74.65
2866.59,31.17,58.91,-74.65
2871.4,31.6,59.2,-74.65
2873.3,31.77,59.63,-74.65
2876.11,32.01,59.8,-74.65
2879.86,32.33,60.04,-74.65
2883.74,32.67,60.36,-74.65
2887.42,32.98,60.7,-74.65
2891.43,33.3,61.01,-74.65
2895.18,33.61,61.33,-74.65
2898.82,33.9,61.64,-74.65
2902.45,34.19,61.93,-74.65
2905.84,34.46,62.22,-74.65
2908.94,34.39,62.49,-74.65
2912.3,34.31,62.49,-74.72
2915.58,34.24,62.49,-74.8
2918.77,34.16,62.49,-74.87
2922.17,34.08,62.49,-74.95
2925.43,33.99,62.49,-75.03
2928.19,33.91,62.49,-75.12
2931.05,33.81,62.49,-75.2
2933.63,33.71,62.49,-75.3
2936.2,33.6,62.49,-75.4
2938.98,33.48,62.49,-75.51
2942.0,33.36,62.49,-75.63
2945.83,33.2,62.49,-75.75
2949.76,33.03,62.49,-75.91
2954.36,32.82,62.49,-76.08
2959.6,32.59,62.49,-76.29
2962.94,32.44,62.49,-76.52
2967.19,32.25,62.49,-76.67
2970.8,32.11,62.49,-76.86
2974.11,31.99,62.49,-77.0
2977.26,31.89,62.49,-77.12
2980.54,31.8,62.49,-77.22
2983.93,31.72,62.49,-77.31
2987.46,31.66,62.49,-77.39
2991.17,31.6,62.49,-77.45
2995.04,31.55,62.49,-77.51
2999.49,31.5,62.49,-77.56
3002.17,31.48,62.49,-77.61
3005.88,31.42,62.49,-77.63
3009.62,31.36,62.49,-77.69
3013.2,31.33,62.49,-77.75
3016.64,31.33,62.49,-77.78
3020.04,31.33,62.49,-77.78
3023.15,31.29,62.49,-77.78
3026.13,31.25,62.49,-77.82
3029.22,31.2,62.49,-77.86
3033.03,31.12,62.49,-77.91
3036.4,31.02,62.49,-77.99
3039.3,30.94,62.49,-78.09
3041.64,30.86,62.49,-78.17
3045.43,30.74,62.49,-78.25
3049.66,30.6,62.49,-78.37
3053.45,30.47,62.49,-78.51
3057.01,30.34,62.49,-78.64
3059.8,30.23,62.49,-78.77
3062.85,30.07,62.49,-78.88
3064.8,29.95,62.49,-79.04
3067.24,29.8,62.49,-79.16
3069.59,29.63,62.49,-79.31
