Distance from start(meters),elevation(meters),accumulated ascent(meters),accumulated descent(meters)
3072.1,29.43,62.49,-79.48
3075.99,29.14,62.49,-79.68
3080.51,28.77,62.49,-79.97
3084.03,28.51,62.49,-80.34
3087.78,28.23,62.49,-80.6
3091.53,27.94,62.49,-80.88
3095.18,27.65,62.49,-81.17
3098.99,27.34,62.49,-81.46
3102.73,26.98,62.49,-81.77
3106.6,26.59,62.49,-82.13
3110.3,26.23,62.49,-82.52
3114.14,25.87,62.49,-82.88
3117.98,25.51,62.49,-83.24
3126.48,24.79,62.49,-83.6
3131.51,24.38,62.49,-84.32
3134.67,24.14,62.49,-84.73
3138.21,23.88,62.49,-84.97
3143.07,23.55,62.49,-85.23
3148.24,23.2,62.49,-85.56
3153.1,22.9,62.49,-85.91
3157.92,22.61,62.49,-86.21
3162.71,22.33,62.49,-86.5
3167.22,22.09,62.49,-86.78
3171.65,21.88,62.49,-87.02
3175.89,21.69,62.49,-87.23
3180.38,21.52,62.49,-87.42
3184.73,21.38,62.49,-87.59
3189.69,21.24,62.49,-87.73
3192.11,21.18,62.49,-87.87
3195.77,21.11,62.49,-87.93
3199.06,21.06,62.49,-88.0
3202.42,21.02,62.49,-88.05
3205.99,21.0,62.49,-88.09
3208.94,20.99,62.49,-88.11
3212.44,20.99,62.49,-88.12
3216.41,20.99,62.49,-88.12
3220.24,20.97,62.49,-88.12
3224.07,20.94,62.49,-88.14
3228.64,20.9,62.49,-88.17
3231.21,20.87,62.49,-88.21
3235.32,20.81,62.49,-88.24
3237.35,20.78,62.49,-88.3
3240.25,20.72,62.49,-88.33
3243.83,20.65,62.49,-88.39
3247.15,20.57,62.49,-88.46
3250.19,20.49,62.49,-88.54
3253.97,20.38,62.49,-88.62
3256.25,20.32,62.49,-88.73
3260.12,20.21,62.49,-88.79
3264.18,20.1,62.49,-88.9
3268.25,19.99,62.49,-89.01
3272.79,19.85,62.49,-89.12
3275.43,19.75,62.49,-89.26
3278.87,19.61,62.49,-89.36
3282.33,19.45,62.49,-89.5
3285.56,19.26,62.49,-89.66
3288.6,19.06,62.49,-89.85
3291.78,18.82,62.49,-90.05
3294.89,18.57,62.49,-90.29
3298.01,18.31,62.49,-90.54
3301.03,18.05,62.49,-90.8
3304.0,17.8,62.49,-91.06
3306.76,17.6,62.49,-91.31
3309.43,17.41,62.49,-91.51
3313.19,17.16,62.49,-91.7
3315.73,16.99,62.49,-91.95
3317.78,16.84,62.49,-92.12
3320.23,16.65,62.49,-92.27
3323.1,16.42,62.49,-92.46
3326.49,16.16,62.49,-92.69
3329.97,15.89,62.49,-92.95
3333.55,15.61,62.49,-93.22
3337.02,15.34,62.49,-93.5
3340.15,15.09,62.49,-93.77
3342.95,14.88,62.49,-94.02
3345.64,14.67,62.49,-94.23
3348.24,14.48,62.49,-94.44
3350.94,14.28,62.49,-94.63
3354.04,14.43,62.49,-94.83
3355.87,14.63,62.64,-94.83
3358.61,14.91,62.84,-94.83
3361.29,15.19,63.12,-94.83
3364.3,15.5,63.4,-94.83
3367.43,15.82,63.71,-94.83
3370.59,16.14,64.03,-94.83
3373.56,16.45,64.35,-94.83
3376.34,16.74,64.66,-94.83
3378.88,17.0,64.95,-94.83
3381.27,17.26,65.21,-94.83
3383.74,17.52,65.47,-94.83
3386.31,17.8,65.73,-94.83
3388.87,18.07,66.01,-94.83
3392.24,18.42,66.28,-94.83
3396.37,18.82,66.63,-94.83
3398.97,19.08,67.03,-94.83
3401.76,19.36,67.29,-94.83
3404.77,19.68,67.57,-94.83
3408.0,20.01,67.89,-94.83
3411.23,20.35,68.22,-94.83
3414.47,20.67,68.56,-94.83
3417.62,20.98,68.88,-94.83
3420.57,21.25,69.19,-94.83
3423.69,21.52,69.46,-94.83
3426.6,21.76,69.73,-94.83
3429.8,22.01,69.97,-94.83
3431.74,22.14,70.22,-94.83
3434.25,22.32,70.35,-94.83
3436.97,22.52,70.53,-94.83
3439.59,22.7,70.73,-94.83
3442.14,22.86,70.91,-94.83
3444.72,23.01,71.07,-94.83
3447.34,23.15,71.22,-94.83
3449.96,23.18,71.36,-94.83
3452.85,23.2,71.39,-94.83
3455.54,23.23,71.41,-94.83
3458.46,23.28,71.44,-94.83
3461.69,23.32,71.49,-94.83
3464.4,23.36,71.53,-94.83
3467.06,23.39,71.57,-94.83
3469.53,23.41,71.6,-94.83
3471.52,23.43,71.62,-94.83
3473.43,23.44,71.64,-94.83
3475.57,23.47,71.65,-94.83
3477.99,23.53,71.68,-94.83
3480.74,23.6,71.74,-94.83
3483.82,23.72,71.81,-94.83
3487.09,23.86,71.93,-94.83
3490.67,24.02,72.07,-94.83
3494.13,24.18,72.23,-94.83
3497.92,24.37,72.39,-94.83
3502.38,24.6,72.58,-94.83
3504.83,24.73,72.81,-94.83
3507.95,24.88,72.94,-94.83
3510.87,25.02,73.09,-94.83
3513.71,25.14,73.23,-94.83
3516.17,25.23,73.35,-94.83
3518.44,25.31,73.44,-94.83
3520.86,25.39,73.52,-94.83
3523.17,25.47,73.6,-94.83
3525.89,25.58,73.68,-94.83
3528.61,25.68,73.79,-94.83
3531.6,25.82,73.89,-94.83
3535.14,25.98,74.03,-94.83
3537.28,26.09,74.19,-94.83
3540.23,26.23,74.3,-94.83
3542.71,26.36,74.44,-94.83
3545.17,26.49,74.57,-94.83
3547.62,26.57,74.7,-94.83
3550.18,26.64,74.78,-94.83
3552.75,26.71,74.85,-94.83
3555.24,26.78,74.92,-94.83
3557.6,26.84,74.99,-94.83
3559.86,26.9,75.05,-94.83
3562.17,26.96,75.11,-94.83
3564.81,27.03,75.17,-94.83
3631.52,29.02,75.24,-94.83
3634.64,28.95,77.23,-94.83
3636.68,28.99,77.23,-94.9
3640.39,29.08,77.27,-94.9
3643.31,29.13,77.36,-94.9
3645.32,29.17,77.41,-94.9
3648.17,29.21,77.45,-94.9
3651.5,29.27,77.49,-94.9
3655.0,29.29,77.55,-94.9
3658.06,29.31,77.57,-94.9
3660.98,29.33,77.59,-94.9
3663.7,29.34,77.61,-94.9
3666.31,29.34,77.62,-94.9
3668.83,29.34,77.62,-94.9
3671.53,29.33,77.62,-94.9
3674.41,29.32,77.62,-94.91
3677.34,29.3,77.62,-94.92
3680.55,29.26,77.62,-94.94
3683.95,29.21,77.62,-94.98
3687.64,29.16,77.62,-95.03
3691.1,29.08,77.62,-95.08
3694.47,28.99,77.62,-95.16
3697.56,28.89,77.62,-95.25
3700.52,28.79,77.62,-95.35
3704.15,28.68,77.62,-95.45
3707.08,28.61,77.62,-95.56
3709.21,28.57,77.62,-95.63
3712.7,28.5,77.62,-95.67
3716.02,28.41,77.62,-95.74
3719.18,28.34,77.62,-95.83
3722.48,28.28,77.62,-95.9
3725.64,28.21,77.62,-95.96
3728.71,28.16,77.62,-96.03
3731.78,28.1,77.62,-96.08
3734.81,28.02,77.62,-96.14
3737.79,27.93,77.62,-96.22
3740.8,27.82,77.62,-96.31
3742.97,27.8,77.62,-96.42
3745.67,27.88,77.62,-96.44
3748.42,27.97,77.7,-96.44
3751.18,28.06,77.79,-96.44
3753.94,28.16,77.88,-96.44
3756.83,28.27,77.98,-96.44
3759.66,28.38,78.09,-96.44
3762.76,28.51,78.2,-96.44
3765.71,28.65,78.33,-96.44
3772.37,28.97,78.47,-96.44
3778.96,29.34,78.79,-96.44
3782.07,29.51,79.16,-96.44
3785.35,29.7,79.33,-96.44
3788.89,29.88,79.52,-96.44
3791.37,30.01,79.7,-96.44
3794.52,30.16,79.83,-96.44
3799.96,30.4,79.98,-96.44
3803.16,30.54,80.22,-96.44
3806.62,30.67,80.36,-96.44
3809.88,30.79,80.49,-96.44
3814.11,30.93,80.61,-96.44
3819.36,31.09,80.75,-96.44
3824.84,31.24,80.91,-96.44
3826.94,31.28,81.06,-96.44
3832.75,31.4,81.1,-96.44
3835.04,31.45,81.22,-96.44
3838.54,31.5,81.27,-96.44
3844.11,31.58,81.32,-96.44
3848.68,31.63,81.4,-96.44
3852.42,31.74,81.45,-96.44
3855.92,31.97,81.56,-96.44
3859.47,32.27,81.79,-96.44
3863.01,32.61,82.09,-96.44
3865.36,32.85,82.43,-96.44
3868.29,33.13,82.67,-96.44
3873.2,33.57,82.95,-96.44
3877.31,33.82,83.39,-96.44
3879.99,33.99,83.64,-96.44
3882.67,34.16,83.81,-96.44
3885.39,34.31,83.98,-96.44
3887.85,34.44,84.13,-96.44
3890.48,34.56,84.26,-96.44
3893.34,34.69,84.38,-96.44
3896.21,34.81,84.51,-96.44
3899.44,34.95,84.63,-96.44
3902.77,35.08,84.77,-96.44
3906.32,35.2,84.9,-96.44
3910.05,35.29,85.02,-96.44
3913.73,35.36,85.11,-96.44
3917.31,35.41,85.18,-96.44
3920.89,35.47,85.23,-96.44
3924.38,35.52,85.29,-96.44
3927.79,35.59,85.34,-96.44
3930.99,35.64,85.41,-96.44
3934.03,35.7,85.46,-96.44
3936.72,35.75,85.52,-96.44
3939.4,35.79,85.57,-96.44
3941.92,35.83,85.61,-96.44
3944.24,35.86,85.65,-96.44
3946.61,35.88,85.68,-96.44
3949.08,35.89,85.7,-96.44
3951.82,35.9,85.71,-96.44
3954.66,35.88,85.72,-96.44
3957.69,35.85,85.72,-96.46
3960.72,35.81,85.72,-96.49
3963.7,35.75,85.72,-96.53
3966.81,35.68,85.72,-96.59
3970.02,35.59,85.72,-96.66
3973.05,35.48,85.72,-96.75
3976.13,35.37,85.72,-96.86
3979.66,35.21,85.72,-96.97
3984.59,34.96,85.72,-97.13
3986.73,34.84,85.72,-97.38
3990.08,34.63,85.72,-97.5
3994.08,34.58,85.72,-97.71
3998.03,34.67,85.72,-97.76
4001.43,34.72,85.81,-97.76
4004.53,34.76,85.86,-97.76
4007.35,34.76,85.9,-97.76
4010.05,34.74,85.9,-97.76
4012.93,34.99,85.9,-97.78
4015.39,35.2,86.15,-97.78
4018.36,35.45,86.36,-97.78
4021.39,35.7,86.61,-97.78
4024.62,35.96,86.86,-97.78
4027.51,36.19,87.12,-97.78
4030.48,36.4,87.35,-97.78
4033.37,36.59,87.56,-97.78
4036.28,36.77,87.75,-97.78
4039.37,36.93,87.93,-97.78
4042.72,37.08,88.09,-97.78
4046.07,37.21,88.24,-97.78
4049.7,37.34,88.37,-97.78
4053.02,37.44,88.5,-97.78
4056.06,37.52,88.6,-97.78
4058.71,37.58,88.68,-97.78
4061.13,37.63,88.74,-97.78
4064.3,37.69,88.79,-97.78
4069.7,37.75,88.85,-97.78
4072.33,37.76,88.91,-97.78
4075.02,37.77,88.92,-97.78
4077.31,37.79,88.93,-97.78
4079.25,37.82,88.95,-97.78
4083.42,37.96,88.98,-97.78
4088.49,38.15,89.12,-97.78
4090.3,38.1,89.31,-97.78
4127.75,39.87,89.31,-97.83
4130.76,39.86,91.08,-97.83
4133.18,39.87,91.08,-97.84
4135.89,39.87,91.09,-97.84
4139.33,39.89,91.09,-97.84
4143.44,39.92,91.11,-97.84
4151.6,39.96,91.14,-97.84
4155.72,39.96,91.18,-97.84
4159.55,39.96,91.18,-97.84
4163.07,39.94,91.18,-97.84
4166.14,39.9,91.18,-97.86
4168.43,39.87,91.18,-97.9
4170.8,39.8,91.18,-97.93
4173.45,39.7,91.18,-98.0
4176.42,39.59,91.18,-98.1
4178.31,39.51,91.18,-98.21
4181.12,39.42,91.18,-98.29
4184.33,39.32,91.18,-98.38
4187.47,39.24,91.18,-98.48
4190.78,39.16,91.18,-98.56
4194.47,39.08,91.18,-98.64
4198.34,39.24,91.18,-98.72
4202.35,39.49,91.34,-98.72
4206.54,39.76,91.59,-98.72
4210.72,40.02,91.86,-98.72
4214.71,40.27,92.12,-98.72
4223.02,40.79,92.37,-98.72
4230.09,41.22,92.89,-98.72
4236.21,41.59,93.32,-98.72
4243.0,41.99,93.69,-98.72
4249.64,42.36,94.09,-98.72
4255.91,42.7,94.46,-98.72
4262.28,43.05,94.8,-98.72
4267.83,43.34,95.15,-98.72
4273.24,43.63,95.44,-98.72
4278.22,43.89,95.73,-98.72
4282.79,44.21,95.99,-98.72
4286.93,44.53,96.31,-98.72
4291.03,44.85,96.63,-98.72
4295.58,45.16,96.95,-98.72
4301.02,45.45,97.26,-98.72
4307.52,45.66,97.55,-98.72
4314.68,45.8,97.76,-98.72
4322.06,45.82,97.9,-98.72
4329.59,45.72,97.92,-98.72
4337.58,45.57,97.92,-98.82
4345.57,45.45,97.92,-98.97
4354.17,45.46,97.92,-99.09
4363.08,45.57,97.93,-99.09
4371.16,45.69,98.04,-99.09
4378.49,45.82,98.16,-99.09
4383.72,45.93,98.29,-99.09
4397.29,46.23,98.4,-99.09
4399.52,46.18,98.7,-99.09
4402.64,46.24,98.7,-99.14
4404.46,46.26,98.76,-99.14
4406.43,46.29,98.78,-99.14
4410.46,46.34,98.81,-99.14
4415.07,46.35,98.86,-99.14
4419.91,46.27,98.87,-99.14
4425.22,46.16,98.87,-99.22
4430.39,46.04,98.87,-99.33
4439.64,45.74,98.87,-99.45
4451.0,45.18,98.87,-99.75
4462.5,44.27,98.87,-100.31
4473.49,43.32,98.87,-101.22
4484.75,42.47,98.87,-102.17
4493.97,41.76,98.87,-103.02
4501.57,41.34,98.87,-103.73
4509.06,41.38,98.87,-104.15
4516.91,41.39,98.91,-104.15
4524.79,41.44,98.92,-104.15
4532.83,41.55,98.97,-104.15
4540.39,41.65,99.08,-104.15
4565.66,42.44,99.18,-104.15
4568.0,42.49,99.97,-104.15
4572.1,42.58,100.02,-104.15
4577.11,42.76,100.11,-104.15
4582.56,43.06,100.29,-104.15
4587.63,43.35,100.59,-104.15
4592.64,43.68,100.88,-104.15
4598.48,44.16,101.21,-104.15
4604.99,44.75,101.69,-104.15
4611.43,45.39,102.28,-104.15
4617.17,46.09,102.92,-104.15
4622.65,46.85,103.62,-104.15
4628.53,47.73,104.38,-104.15
4635.64,48.83,105.26,-104.15
4642.43,49.91,106.36,-104.15
4653.25,51.71,107.44,-104.15
4663.69,52.78,109.24,-104.15
4672.86,52.37,110.31,-104.15
4681.21,52.12,110.31,-104.56
4689.41,51.99,110.31,-104.81
4699.37,51.37,110.31,-104.94
4705.68,50.54,110.31,-105.56
4710.34,49.99,110.31,-106.39
4715.67,49.32,110.31,-106.94
4720.93,48.6,110.31,-107.61
4726.18,47.89,110.31,-108.33
